Unnamed: 0,image_url,labels_crops,labels,status
94,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ea095a2a-4fe4-5bde-b740-d86bfed8d3c4.jpg,"[0, 201, 1230, 1276]",stiletto,train
95,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1d33b271-8ff8-54dd-ab08-1757d73946f9.jpg,"[0, 269, 997, 1035]",chunky,train
96,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ebe90ac8-cb58-5ecd-ab87-8cfae93841a3.jpg,"[0, 228, 780, 603]",wedges,train
97,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/78292b08-8648-5dd5-a905-9263767028ec.jpg,"[0, 423, 1000, 929]",chunky,train
98,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/803a775e-62c0-5e43-8f8f-972f888d8b05.jpg,"[139, 620, 1865, 1793]",chunky,train
99,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/129d2df1-2dca-55cb-a945-e09e712d8336.jpg,"[8, 74, 431, 527]",stiletto,train
100,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8efe626a-16c4-5b03-ae1e-48d31f2d9601.jpg,"[64, 299, 334, 720]",stiletto,train
101,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d340de5e-867d-57e4-97c6-15608833c5b0.jpg,"[324, 10, 616, 310]",stiletto,train
102,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5781c29b-41ef-57f0-8aa5-e7b34412eab0.jpg,"[15, 110, 375, 280]",chunky,train
103,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/964e4470-5726-54eb-b22e-af40dc11fd1f.jpg,"[5, 19, 231, 198]",chunky,train
104,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bf3b498e-e1ad-5329-960f-baf228f749af.jpg,"[76, 59, 588, 948]",chunky,train
105,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8ed3785f-0a48-5490-81df-dd25119d76c0.jpg,"[0, 198, 1000, 1125]",chunky,train
106,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7d8ffcd0-29a2-5554-a4e0-0c9244772606.jpg,"[166, 446, 224, 583]",chunky,train
108,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0e74e080-09c4-5666-8435-bb93bbaf6a38.jpg,"[0, 301, 990, 1051]",chunky,val
109,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c9a86649-f3e4-55c5-8b34-b9e55ca97152.jpg,"[17, 131, 261, 254]",kitten,train
110,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a3b6642f-53cf-5235-ae8e-be82d751f9ce.jpg,"[43, 36, 586, 492]",chunky,train
111,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1e431718-ddf7-5bf4-98d6-0d1a507cdbdb.jpg,"[0, 285, 861, 799]",wedges,train
112,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f4b4a603-e676-5441-b363-dd7e7da25734.jpg,"[54, 234, 1000, 1042]",chunky,train
113,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6e54f1e3-8cac-5e8e-99ed-1473df2a0da6.jpg,"[180, 505, 728, 1005]",stiletto,train
114,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ea55bcd8-535b-588f-9edd-9532983f603a.jpg,"[12, 278, 1000, 1022]",wedges,train
115,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/263be5e0-204c-51a5-975c-e8773648148c.jpg,"[41, 48, 990, 1273]",wedges,train
116,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/68e5d7a3-2b9a-54c7-9040-d5b390961a13.jpg,"[234, 95, 457, 676]",wedges,train
117,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/04156eb3-0371-5c42-a936-a5e5edbdb587.jpg,"[25, 277, 1230, 1182]",chunky,train
118,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/70e72202-bda2-59d1-939e-792828a5e507.jpg,"[118, 12, 183, 147]",not_visible,train
119,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a0a3adc6-fc20-5753-abe7-413e874e738f.jpg,"[125, 26, 360, 458]",stiletto,train
122,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b77e2c08-f200-526a-9f7a-09b3dc5d6b33.jpg,"[15, 170, 621, 584]",chunky,val
123,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/685171bf-38d3-5ddd-b644-bedacbebe135.jpg,"[0, 475, 1230, 995]",chunky,train
124,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d3a20f1a-51a8-52d3-b125-934b699b7734.jpg,"[153, 438, 823, 1100]",cone,train
126,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3c26ea64-91e3-56f5-91eb-ebe7eed37182.jpg,"[0, 241, 1189, 1233]",chunky,train
127,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/36931000-ea92-5f8b-8f89-0ce4426e01db.jpg,"[8, 83, 443, 447]",stiletto,train
128,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/88daa5eb-e416-523c-91df-121a247b19b9.jpg,"[38, 791, 930, 1045]",wedges,train
129,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a0ff04a7-3835-597f-a429-f1159d4f23b6.jpg,"[133, 542, 1049, 1099]",chunky,train
130,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6ed30dd7-fe8a-50cf-9706-2cb479dd770a.jpg,"[57, 394, 971, 968]",chunky,train
131,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1f3ae40c-7554-5969-b3f5-f2281978b7cf.jpg,"[45, 153, 920, 1028]",wedges,val
132,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/34c3a82e-a566-58ba-893e-f00f9d6ecb3b.jpg,"[32, 9, 547, 549]",stiletto,train
133,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/954790c1-cd0a-55f5-b6f0-1aa297fd848f.jpg,"[102, 153, 379, 332]",not_visible,val
134,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8be796a4-ce4a-567b-8064-0847210ed6f8.jpg,"[20, 114, 276, 379]",not_visible,train
135,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/27f97f67-6643-5517-8aa5-08a3843bc887.jpg,"[44, 5, 216, 136]",not_visible,train
137,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b361d71f-0075-5adb-84a9-cd1d188c6ca1.jpg,"[0, 147, 1000, 1160]",chunky,train
138,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0673c726-0c34-5672-98a9-43abdf312426.jpg,"[3, 246, 984, 1074]",cone,train
139,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5b743d08-c260-5067-8533-f84b3a412497.jpg,"[19, 19, 138, 95]",chunky,train
140,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7b283845-1f40-5587-a6bc-4ec2b5e744c7.jpg,"[16, 80, 974, 1212]",stiletto,train
141,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/66b8d1f3-3258-5f2e-ba37-73d1be2397d9.jpg,"[21, 155, 474, 478]",chunky,train
142,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6810736a-dbfd-5076-a784-e6c6343adabe.jpg,"[0, 234, 984, 1074]",chunky,train
143,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5ac7595f-83fa-596e-85f1-460d02aceaf8.jpg,"[28, 189, 965, 1135]",cone,train
144,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ee7ec019-051e-5499-9ea0-c295e28a3f25.jpg,"[34, 93, 213, 173]",kitten,train
145,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8a2fb928-8992-5dfc-958a-9f6353fc9556.jpg,"[12, 43, 289, 243]",chunky,train
146,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fd1ca1eb-1dda-58e3-b1f7-391f7a3221d4.jpg,"[9, 150, 1000, 1154]",chunky,train
148,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f98bb297-b0ed-5bae-9117-1b69e7fa47dc.jpg,"[28, 156, 345, 363]",chunky,train
152,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/eeef6854-c280-581a-b20b-f65ae10921f6.jpg,"[0, 230, 978, 1103]",chunky,train
153,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4018979c-652a-5dda-af18-e686b08581af.jpg,"[9, 65, 786, 755]",not_visible,train
154,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0994f7d6-3e65-510a-a94b-6ec5aff7b1c6.jpg,"[246, 6, 699, 1330]",chunky,train
155,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0fecb049-5499-5553-bafb-74972ec57cd2.jpg,"[198, 35, 798, 1282]",chunky,train
156,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/49ad8309-8d3b-5c50-afc9-4af37a66bc24.jpg,"[11, 76, 295, 336]",wedges,train
157,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6a807714-8cce-564a-a243-8a1d41e6b164.jpg,"[0, 38, 259, 220]",chunky,train
158,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1371413f-fa9c-5b81-8482-16465bd1949e.jpg,"[33, 2, 121, 268]",chunky,train
159,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/313a51d2-cb20-5bf6-915e-909e9d03cf99.jpg,"[7, 212, 624, 552]",chunky,train
160,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a099f6f9-a4ae-5130-bce1-4398a8498169.jpg,"[38, 113, 313, 275]",wedges,train
161,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c3a05849-b2c3-58e9-99ae-de9c99bed3fc.jpg,"[24, 139, 930, 1084]",stiletto,train
162,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/05c1e968-1f5d-53b1-8620-fcbbec51797b.jpg,"[11, 18, 323, 246]",chunky,val
163,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ae90af37-902d-5182-b2e8-86098597599a.jpg,"[232, 10, 584, 448]",chunky,train
164,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2255a7a4-06fd-5c02-843b-1512ddf189d7.jpg,"[356, 272, 567, 553]",stiletto,train
166,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3d682748-0050-5406-9221-b730d7d9c5e6.jpg,"[0, 71, 360, 349]",kitten,train
167,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/548cd277-ef83-570e-bdaa-878e48b09dae.jpg,"[25, 349, 952, 990]",chunky,train
168,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/01ed63d8-0823-5f22-af6d-533a91a8d68a.jpg,"[2, 306, 713, 786]",chunky,train
170,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d5c20311-0fef-577c-bc10-6e000b94d11a.jpg,"[72, 688, 890, 1006]",wedges,val
172,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/225e3a45-8b1d-54e4-9552-e8c2bcb5834e.jpg,"[39, 20, 441, 493]",chunky,train
173,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c1fec745-36b4-5f4f-a0cb-2439202244f7.jpg,"[0, 263, 1207, 1204]",chunky,train
175,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0da920c3-9a4e-52bf-9bd7-44ba8a37c884.jpg,"[13, 18, 235, 187]",chunky,train
176,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0686e766-fd78-5561-b966-ccab5d0525d5.jpg,"[121, 247, 1475, 776]",chunky,train
177,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1c500a7c-8f71-5312-b4b1-df6e0481f439.jpg,"[45, 10, 122, 144]",not_visible,train
178,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5fdcc67c-d3d9-59c8-b4e1-3b8b45bf11d5.jpg,"[496, 291, 2121, 3717]",chunky,train
179,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d4769494-6fd9-5000-8039-24cec3607945.jpg,"[127, 0, 285, 355]",not_visible,val
180,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/506aa1fb-f6ac-5634-b221-6e9968c4c4ed.jpg,"[95, 113, 466, 267]",not_visible,train
181,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d39bb989-c565-5b72-9731-ca5f0ad29f63.jpg,"[0, 5, 867, 931]",stiletto,train
