image_url,labels,labels_crops,source,status,img_path
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a57e2962-86d3-5837-9f0b-bee6b7e84f94.jpg,blouses,"[26, 51, 223, 281]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/04fdefcd-7b03-52fc-8ac1-8e64a2865361.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/71c16611-e52e-5b11-9198-9a67e4dffec8.jpg,polo_shirts,"[17, 40, 346, 488]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/2a9d2c06-4087-58d9-8a00-2dbbfa527b76.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e3abb142-4c61-5ae9-9ac3-a65a8b5b1512.jpg,tshirts,"[24, 45, 355, 418]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a8507d97-37c0-5373-917a-626da861f881.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7ad8aa89-1db3-58ee-8a40-c0596bccddfb.jpg,sweatshirt,"[28, 2, 191, 218]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/c60eb959-30b5-5ee5-bc1a-1d8f69794ae8.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7ad8aa89-1db3-58ee-8a40-c0596bccddfb.jpg,sweatshirt,"[17, 0, 200, 219]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/c60eb959-30b5-5ee5-bc1a-1d8f69794ae8.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c5cac188-1c76-5dcf-adf7-531b466eb675.jpg,polo_shirts,"[84, 318, 587, 941]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/1eb723e8-420b-582a-b857-bfd060c81100.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3be5c4d9-5737-5cb7-844a-8e613d00c148.jpg,sweatshirt,"[4, 6, 132, 153]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a8f2dd91-6b28-501c-aa29-49341680c151.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3be5c4d9-5737-5cb7-844a-8e613d00c148.jpg,sweatshirt,"[2, 6, 136, 163]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a8f2dd91-6b28-501c-aa29-49341680c151.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/61563e22-8d69-54b7-925f-21c0e30e3e51.jpg,tank_tops,"[37, 44, 223, 250]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/420654d5-df41-546f-8eb3-e9c695354f8b.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a26c8014-081e-5805-a4fe-e637fb1cfef2.jpg,sweatshirt,"[58, 183, 443, 771]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/068efc80-301e-514c-896c-2026efa27589.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a26c8014-081e-5805-a4fe-e637fb1cfef2.jpg,sweatshirt,"[51, 223, 453, 777]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/068efc80-301e-514c-896c-2026efa27589.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9abebb0a-f694-5994-91f3-dac2663189b3.jpg,sweatshirt,"[49, 37, 316, 493]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/abd28777-6884-506e-af1f-98f43ea3ee02.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9abebb0a-f694-5994-91f3-dac2663189b3.jpg,sweatshirt,"[34, 156, 314, 518]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/abd28777-6884-506e-af1f-98f43ea3ee02.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/27dfe9ab-d94e-5873-aabf-ca9f74ea7aba.jpg,tank_tops,"[26, 23, 321, 462]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/099d213f-c860-5d97-853f-f300f51549bd.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5a283aa2-b195-5f32-b730-f652a89f661e.jpg,polo_shirts,"[338, 294, 563, 584]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/4d99c6a9-f812-5df0-86ba-f6b6078942d8.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8d0fb8d4-c02a-5300-9e17-2a3def20c4b9.jpg,polo_shirts,"[86, 47, 236, 297]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/e9b65b97-86bd-5f09-9e18-bb2668c6e4fe.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dffe126d-df63-5e3f-86ac-0baec4156b4d.jpg,polo_shirts,"[0, 9, 140, 179]","old_data,,train,Existing Data,Training Data,Existing Training Data,train pattern prod",train,/ofs/images/tf_images/79c41e8f-cf09-5c93-a712-14788af59406.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dffe126d-df63-5e3f-86ac-0baec4156b4d.jpg,polo_shirts,"[0, 3, 126, 183]","old_data,,train,Existing Data,Training Data,Existing Training Data,train pattern prod",train,/ofs/images/tf_images/79c41e8f-cf09-5c93-a712-14788af59406.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5da5333c-0762-584e-99d8-71ae32c8a876.jpg,polo_shirts,"[71, 123, 801, 1264]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a6293356-04d7-535e-8811-be38a9ce685d.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/49c01e30-3f73-5abd-b673-827e434cdeb7.jpg,blouses,"[24, 56, 226, 303]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/1c09c70a-2dc4-5489-a158-89a3c498fc82.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9e35083d-bd8a-5944-8ecd-58bff13de2e3.jpg,sweatshirt,"[104, 88, 319, 344]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/7b938f04-e7b5-50ba-9a51-07e78260a550.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9e35083d-bd8a-5944-8ecd-58bff13de2e3.jpg,sweatshirt,"[89, 103, 335, 344]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/7b938f04-e7b5-50ba-9a51-07e78260a550.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/48a0fd8a-5718-5a5c-b74c-a66fa3320cd1.jpg,tshirts,"[52, 211, 850, 1140]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/b371c12b-0698-5cc5-aded-8c802ac64849.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ffa6bf39-2972-5c87-a547-120f413480e2.jpg,sweaters,"[10, 7, 234, 271]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/95e61fdb-003f-5614-ad25-bf961ac6e259.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ffa6bf39-2972-5c87-a547-120f413480e2.jpg,sweaters,"[14, 0, 232, 303]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/95e61fdb-003f-5614-ad25-bf961ac6e259.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b18a8a38-29a1-5574-bf83-14bb6bc7a596.jpg,tshirts,"[65, 23, 414, 462]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/d0700712-068c-5e12-a6c7-09319d89e8b4.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/994f36e3-e1cf-552e-a962-7de8a6200226.jpg,sweatshirt,"[194, 146, 597, 694]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/5dbaf3fe-b8b3-5fdb-b134-4eeb6e8a28d0.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/30c49a70-ec8a-5f0b-a0b7-b0693ede8f03.jpg,sweatshirt,"[29, 48, 2640, 3464]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a0dfe4e7-c462-5aa9-bd7c-6edb5ceb7b6b.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/30c49a70-ec8a-5f0b-a0b7-b0693ede8f03.jpg,sweatshirt,"[39, 139, 2473, 3378]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a0dfe4e7-c462-5aa9-bd7c-6edb5ceb7b6b.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/66b376ee-ba50-50b8-a8e2-65c0522fcdbb.jpg,polo_shirts,"[349, 551, 1026, 1572]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/5ac4771d-869e-5663-8212-5b08c982fe7e.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/999a477d-9b2f-54ab-9c60-9a9f80fe2bb3.jpg,blouses,"[55, 77, 311, 406]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/764809bb-8c29-5acd-a38a-27a9efaef592.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/08969171-68db-5f34-9f2a-a38c0b4ab7cf.jpg,blouses,"[61, 224, 831, 1284]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/e4238938-a7ee-5236-a0d8-d4cc21f0d1f3.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f05249a5-e8bb-5feb-9780-f12d5f54714c.jpg,shirts,"[21, 35, 349, 458]","moad,top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/8878e89a-3320-5df0-90b8-315f881a0dd3.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1dec4a6e-0486-5f62-a677-5146f2119183.jpg,shirts,"[3, 185, 860, 1127]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/6eefb30b-4634-5388-9558-ed6f6e88029b.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/15521dbf-7343-5898-9ef2-d2234782e07c.jpg,sweatshirt,"[237, 225, 798, 939]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/b8bcd0e8-2ca6-57a6-8526-cf7acc72f591.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/15521dbf-7343-5898-9ef2-d2234782e07c.jpg,sweatshirt,"[193, 228, 839, 937]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/b8bcd0e8-2ca6-57a6-8526-cf7acc72f591.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3f18693c-64cf-5376-8079-c536682832ff.jpg,tshirts,"[8, 12, 155, 271]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/212b0f44-9ede-5d78-9b59-acd6570bf6e7.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b9a26cea-4743-5b67-8b74-24b5f7e12782.jpg,blouses,"[143, 208, 805, 1307]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/a269b80e-943b-5812-be38-490f30f139e8.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e59aa6b7-37f7-51da-afb6-20ab1ede8dc8.jpg,blouses,"[71, 99, 296, 387]","train,,Existing Data,Existing Training Data",train,/ofs/images/tf_images/9813a251-2142-5fa1-b723-3ba4adec4f3b.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b8eac86b-a7ae-5a49-92c1-61babbe3f0c6.jpg,blouses,"[20, 144, 229, 426]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/48ea9c3b-010d-5273-a59f-5cd01ebda662.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a540f939-0f75-5d4a-be69-a0a96b8a1302.jpg,tank_tops,"[50, 23, 323, 468]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/b545d5ad-d95d-5966-8eb1-578c421cb1be.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/44b7f6c2-a75f-5021-822b-541b27e07f68.jpg,polo_shirts,"[168, 241, 602, 941]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/1ebba7d1-6e59-50ad-af26-5acfd7588df9.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/03e57d4b-f130-5b61-80f0-601f05d668a5.jpg,polo_shirts,"[232, 256, 454, 489]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/3b92bc88-659c-5814-9466-fc28cabb72fa.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7ae1c4a5-f087-5786-ae56-e0615d14944b.jpg,sweaters,"[10, 70, 347, 460]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/ded739e8-7b0f-5580-abd5-cdc6ce2fb650.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/19426566-5f74-5fe3-acb7-18092602f02f.jpg,tshirts,"[39, 81, 870, 1333]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/b28852f1-f140-5955-b284-af27c03aeb14.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bba1884b-d384-5e4a-909a-98a0a30d1169.jpg,shirts,"[35, 97, 850, 1274]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/68ab49b2-beb4-5ec8-93b8-f3569f9eac06.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ce3227dc-c4e8-5e0a-8f46-933efae99588.jpg,shirts,"[82, 21, 427, 407]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/05f10539-8838-5491-ac16-6473fd394edf.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5447764c-0133-5119-8b07-700061506236.jpg,sweatshirt,"[118, 109, 452, 562]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/029816f3-8d80-5138-a5d8-807d1528eb9f.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5447764c-0133-5119-8b07-700061506236.jpg,sweatshirt,"[117, 143, 463, 553]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/029816f3-8d80-5138-a5d8-807d1528eb9f.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f9ace283-1846-5cd9-841f-063d8070d83f.jpg,sweatshirt,"[112, 105, 336, 422]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/765b941c-ada0-5418-9870-7f8872d4e6bd.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/221c48a4-e442-52d3-adf3-d4ffa157bdf6.jpg,sweatshirt,"[146, 162, 484, 539]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/71b1eadb-8d2c-5088-9561-3c18fd20b6cc.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9165aa28-ef2f-55a2-9eff-d1f81c98aedd.jpg,tshirts,"[39, 143, 867, 1176]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/46961d3a-84f6-5dbd-9865-6b65b6f4bd50.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/cec34971-e03d-553e-8183-40afbb9d0296.jpg,sweatshirt,"[49, 3, 547, 592]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/5fa09ee9-c1a4-5780-bd11-4b7abda17900.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/31bb0d3b-a891-5387-90a2-8f4b240afd1e.jpg,sweatshirt,"[155, 264, 856, 1194]","train,,client,Existing Data,microwork-catalogue-outerwear,Microwork,microwork,Existing Training Data",train,/ofs/images/tf_images/44257cc5-804e-5b2b-b329-5a478915e603.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a11ee9fe-0387-50cc-a122-51ea2ed19ec4.jpg,polo_shirts,"[150, 179, 322, 410]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/e8f45eaa-296c-55e0-bc51-169db371acd3.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5aa2f9e3-567a-593f-9785-02465308060c.jpg,sweaters,"[53, 71, 176, 197]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/be92d32b-25e1-501a-afe9-d91929e742f5.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5aa2f9e3-567a-593f-9785-02465308060c.jpg,sweaters,"[53, 76, 168, 200]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/be92d32b-25e1-501a-afe9-d91929e742f5.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5aa2f9e3-567a-593f-9785-02465308060c.jpg,sweaters,"[59, 70, 164, 206]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/be92d32b-25e1-501a-afe9-d91929e742f5.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f1b5db62-a088-5d18-9e46-4f5d840ebd79.jpg,sweaters,"[6, 189, 873, 1313]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/d2e4ca83-8f15-5455-92b6-e2bd3faf6dfe.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f1b5db62-a088-5d18-9e46-4f5d840ebd79.jpg,sweaters,"[35, 117, 857, 1277]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/d2e4ca83-8f15-5455-92b6-e2bd3faf6dfe.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a04e10b0-d9a1-53f7-b98d-24a178e6e137.jpg,sweatshirt,"[21, 16, 318, 322]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/3fd8fe52-210a-57ef-9b8b-740768f69139.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a04e10b0-d9a1-53f7-b98d-24a178e6e137.jpg,sweatshirt,"[31, 5, 312, 329]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/3fd8fe52-210a-57ef-9b8b-740768f69139.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1dc8be90-d890-5142-94ed-943d7f51c8f9.jpg,polo_shirts,"[144, 195, 437, 584]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/8f34dc89-0c91-5847-b839-def4ee2d6cd5.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/facafb01-460e-53dd-bfd8-765c0ad693c1.jpg,blouses,"[45, 179, 873, 1206]","percentil,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/228931b5-e8a6-5b4b-a1a2-f52269ea8e87.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/31973256-ab83-5784-8094-0b8097bf0300.jpg,tshirts,"[7, 65, 195, 305]","old_data,,train,Existing Data,Training Data,Existing Training Data,train pattern prod",train,/ofs/images/tf_images/3077793d-4fdc-5223-9ffe-8f1814953e26.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7d8f7405-6f09-5b3c-adaf-4df489d1bc73.jpg,sweatshirt,"[105, 84, 321, 374]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/66f8817d-77f3-585f-8ec5-9f713191876f.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7d8f7405-6f09-5b3c-adaf-4df489d1bc73.jpg,sweatshirt,"[98, 114, 317, 362]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/66f8817d-77f3-585f-8ec5-9f713191876f.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6489364d-2ba3-5dd9-a8bc-f89a9e92855c.jpg,tshirts,"[13, 0, 230, 307]","old_data,,train,Existing Data,Training Data,Existing Training Data,train pattern prod",train,/ofs/images/tf_images/5e8f72af-cd32-5246-bde1-bc995aa8ca5e.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/69ee8cc2-4a23-57cb-aa20-2d299854ceef.jpg,shirts,"[119, 195, 475, 590]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/8bdf028d-3694-5ff6-b852-91117333e3ce.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a7ce54f0-4ca4-50f3-8e4c-263ad5c82b0f.jpg,tank_tops,"[56, 65, 285, 465]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/72d7a050-76c4-5a26-90e7-a402dbb8c98c.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/78845a89-c40a-537f-9e81-5b7096adeeb1.jpg,tshirts,"[38, 92, 313, 386]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/0200fa68-b3c3-54aa-ad7a-e7ef5a1143ee.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5a2efcba-a7e2-5925-8e5b-0d9e3c470b1e.jpg,sweaters,"[34, 28, 319, 403]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/b22d0a6a-7df2-564b-bf5b-9c5ef89b5348.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5a2efcba-a7e2-5925-8e5b-0d9e3c470b1e.jpg,sweaters,"[39, 34, 303, 395]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/b22d0a6a-7df2-564b-bf5b-9c5ef89b5348.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0307beed-c1f2-55c8-a2da-605c7c8be355.jpg,sweaters,"[80, 0, 335, 458]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/bced7ccc-6bcf-5429-90ec-72d7286327a3.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0307beed-c1f2-55c8-a2da-605c7c8be355.jpg,sweaters,"[63, 10, 316, 440]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/bced7ccc-6bcf-5429-90ec-72d7286327a3.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/64c9b61e-f7f4-5c0b-a63f-6786b23bc65d.jpg,sweaters,"[61, 4, 564, 633]","top style training data,,train,Existing Data,Existing Training Data",val,/ofs/images/tf_images/8caa7143-8f13-5bee-84a4-76c01ece394a.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1b1188a3-0550-51b1-af0d-9e13c6c4d375.jpg,sweatshirt,"[54, 94, 267, 337]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/d48ad4b9-4b8c-57f4-8561-96f1d85c1489.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1b1188a3-0550-51b1-af0d-9e13c6c4d375.jpg,sweatshirt,"[51, 102, 275, 351]","outerwear style training data,,top style training data,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/d48ad4b9-4b8c-57f4-8561-96f1d85c1489.jpg
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2423272b-b5db-54e3-bb93-b0e2af51e51b.jpg,sweaters,"[32, 6, 601, 632]","top style training data,,train,Existing Data,Existing Training Data",train,/ofs/images/tf_images/71326ab2-b9c7-506c-8eae-65e8de99c471.jpg
