image_url,labels_crops,labels,img_path,status
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/34c6be67-15a9-5afe-8b10-ca373def49e6.jpg,"[228, 71, 543, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/6f01690d-e4a4-5290-9155-bdff0af9ce3d.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d51a77d0-fd2d-5327-b587-63248486ad9f.jpg,"[257, 99, 538, 719]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/012c397b-48e3-5b83-b917-8ec787c51722.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dda6c986-7bdb-565b-92af-64707785e44c.jpg,"[197, 76, 560, 1021]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/37df80c5-72ec-5f14-bc08-15bb1489236f.jpg,val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d499b81d-c1d1-5533-98f6-c31fb7a4c83e.jpg,"[183, 70, 558, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/e9ae3216-5f62-5e6d-ad36-2c3f5b1edbf8.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b3312f86-d122-527f-8f02-d99c9b0a4064.jpg,"[212, 100, 556, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/9f344b2e-d324-5715-8652-df13de7189fd.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ccc96b03-22f3-525a-8398-bae445c3ad34.jpg,"[194, 89, 562, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/1c40d032-4b11-510c-9fcc-aa5305d6d7b4.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/24fceed3-5f02-5e93-8603-053b07843cf7.jpg,"[209, 94, 577, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/ca5616ed-12d7-58ca-9749-9d2e64d00ee9.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9c5abdbd-68e0-5685-bd05-5fe66f343542.jpg,"[227, 104, 559, 738]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/e38fa647-b3c7-5695-8a46-4333432b652c.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bcd976e0-c25f-5126-b093-da213c2398f1.jpg,"[217, 110, 551, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/eee631fb-cc2e-53ea-8fb1-029eca8cc77e.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/cfed1e51-0248-5977-bb91-4ed75c4c49d6.jpg,"[168, 85, 579, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/da97180e-870e-5602-afe8-9a714b747fa4.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dab6a173-7d15-5694-961d-6bc5aca0cf76.jpg,"[200, 111, 549, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/8e620076-0ce3-575d-be20-81bd921195d4.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/31159a21-b9f1-58e9-ab2a-319898e906a3.jpg,"[182, 94, 589, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/5835ef1f-d440-540a-9d0b-515534c3c26e.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/615e443a-9a86-5e25-ab92-eb4c55282cb4.jpg,"[193, 97, 580, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/5f9ea500-3409-50f9-afe4-5d3c9483c21d.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c3d4beea-d663-5309-83e5-8768bf7c71f4.jpg,"[206, 75, 528, 1024]",jogger,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/4fff94d2-9dad-51ae-9559-51b280c2ff1f.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b80f1b1e-76e3-5daf-9d47-6ec2a05d8a49.jpg,"[217, 97, 549, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/878794b7-e5d2-550f-a418-d54348fa9820.jpg,val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2943e8c9-35a3-54c5-a43a-f7037f145ad9.jpg,"[215, 96, 567, 1024]",jogger,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/50725116-b9d7-51ad-ae06-ee8349722b18.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/08199eeb-05a5-53d3-867c-49f9fe37b7dc.jpg,"[216, 76, 584, 896]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/f2ccbdad-bb6e-5045-983d-7ff6a74ad23c.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f4f1cadc-e12c-519b-9e0e-42005106685f.jpg,"[187, 94, 555, 990]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/1011b2d3-c72f-52a9-8437-232d31b46957.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c9648735-9b8f-55c0-84ad-d13fca5089b5.jpg,"[222, 71, 566, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/adba497e-df1f-50d1-bd18-ec8c05cc4559.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/97d3e9d7-44f4-5c6a-8299-038bf94c27d1.jpg,"[194, 99, 552, 987]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/131c5324-19b1-58f3-b959-f8c7266fb1ee.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/78beff88-00bc-59d8-98de-efcabce8887f.jpg,"[157, 91, 592, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/a9553d96-9425-5214-b8f6-3fb73246e950.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f1858580-dd05-5d40-89d7-23b4c3ce59e3.jpg,"[166, 104, 610, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/c3fddf7f-c6dd-5e02-ba65-6c94dc7e7379.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6b62bc55-ba91-5d97-b991-edd51ffb231c.jpg,"[249, 123, 544, 723]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/cc7ebeb3-77ef-5681-b25f-98da8c4c1539.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/563c7833-bad3-5be6-b519-3beaa6515759.jpg,"[183, 85, 568, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/b46f767b-0751-5157-8f98-9974c42d966a.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/845b2cc7-f130-5bfe-8d30-8cf3709eae76.jpg,"[215, 105, 556, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/fb75ec16-2ff7-58a7-932a-89c471aa8133.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e1b994a2-fd17-55b1-a4ff-f4f5185c9bfd.jpg,"[232, 70, 576, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/0e949a6d-e490-5014-8752-90fc8ccdeba3.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6837402b-f0f6-57cf-8b4f-485fcf3242ee.jpg,"[241, 140, 558, 809]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/c342065e-e3ce-55a4-86de-b9fdcaeb8bea.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/23383c98-3917-592b-8471-43528ca8f4bd.jpg,"[202, 119, 569, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/ca3cfafa-99a1-5f68-a1c1-584e7075010c.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/670b84b8-7b67-5751-b3f3-37f216882440.jpg,"[222, 96, 520, 911]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/456ffb1e-7dc8-5bd6-a58a-865668199d24.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/821f50f0-7043-59de-ba3f-a7197ed26360.jpg,"[205, 116, 557, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/452f6819-2dc3-5807-b4a4-5eb728cb57e3.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/aabf72cb-9eee-5361-b698-ebc724bad76b.jpg,"[225, 101, 561, 986]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/1537f052-626b-5a25-8eb8-9a18a3182522.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ec93a057-e693-5847-9a23-608f3cb3978b.jpg,"[178, 99, 553, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/36e2e467-dcdb-5d9d-a0ba-ea865a91602c.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/de074302-66fe-5ae6-ac3d-0ce7a0d776cc.jpg,"[151, 82, 598, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/3fb291d4-e06d-50b1-8177-dd111af80496.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4807fc6e-14c5-5d3b-9893-2415366fe71c.jpg,"[194, 63, 560, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/182f4c27-8d1f-5958-9a1f-0af7b3f8c8d3.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/94c9187e-25e0-537d-9ddb-8a05850bd849.jpg,"[194, 91, 555, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/d5cf3a70-0e68-53b9-aae7-b2f047173b2c.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5c7606e5-3bc1-5921-9f8c-b18b13b3d328.jpg,"[227, 93, 532, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/5eb55916-e2be-5df0-9c15-cfd0d2c5f73e.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/37ee3453-df40-5227-8da9-223034d1b61e.jpg,"[207, 86, 579, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/9cb36f82-c82c-55fd-a485-442b5f64850c.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bbedcc6b-33d9-53e5-a649-9095edf7042b.jpg,"[230, 104, 566, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/4a87c2f7-9037-551e-ab41-9faa7e17a3cc.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/58ca6a62-92f8-518f-af55-4e9e1544063c.jpg,"[175, 82, 574, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/814156dd-2ace-58b3-bae5-e89ca9424101.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c7faa09d-8b49-5e13-900a-9bdaf1a4bff4.jpg,"[210, 113, 556, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/693d0a9b-5db1-5825-910c-53a979123d76.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bc353d8e-4120-5497-bc80-8e4d446de709.jpg,"[218, 151, 528, 842]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/38328869-8b0d-5ac5-9fcf-7ad5793da51a.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/426acb27-eedd-5d77-97ed-85ea682d0772.jpg,"[227, 127, 532, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/b19eb9c1-b299-5b3e-b0ee-84a76bef99f0.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5cd84910-ef6e-5861-a52f-042ede0890ac.jpg,"[202, 112, 562, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/25a52666-c602-53b6-8278-42cdec9b2fcd.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2ff2fe94-f27a-52e4-806b-694aadde18ed.jpg,"[204, 114, 564, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/28d62eb9-12dc-5dc2-b41f-41358aad94b8.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c58ffc18-7762-53be-bcee-9d3348da8296.jpg,"[196, 57, 573, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/c8b5f454-1958-5824-8faa-66f23f249913.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/db6300c3-12a1-555d-8ebf-e655d9b0f178.jpg,"[170, 86, 574, 920]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/b0b91c61-b8fe-5e3a-8207-9bb97db21d69.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/30f007a4-215d-5f10-9cbd-1dd49a426a45.jpg,"[150, 70, 552, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/3a80357f-d979-50dd-af0b-316090d0fe46.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a8121806-57cf-5515-913a-95f7bd84feb3.jpg,"[245, 75, 528, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/9008bb59-6130-5722-ba73-1fc7e6820e06.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/698c6e93-2e12-51dd-b00f-0188874d2786.jpg,"[188, 110, 536, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/74496eea-edaf-576c-b110-7f081b9aadc6.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/94a9106b-ec99-5efb-a4cc-8477f79f5244.jpg,"[170, 81, 581, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/e146c722-3cc5-5547-bb1c-dba0c365d385.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c46db559-1e5c-5909-b34a-f3f80fbc76e8.jpg,"[217, 92, 563, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/9b30dfd9-f6c1-5ae1-84e3-683fa473f6a3.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b38d124b-c932-5390-8010-bf6842d7bd50.jpg,"[130, 85, 601, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/093c0c91-ab87-54c5-a945-04d63c274fe2.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b2fbe5fa-cc7a-58c0-9a86-5d40858322a8.jpg,"[216, 119, 530, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/95cb3e28-92dd-5e5b-a7b9-f79991b04996.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/002d9536-3f3b-5043-b49d-7ab96ef42e7e.jpg,"[198, 105, 573, 1024]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/bb9f54f9-4d56-5fac-a59a-74f45539ccf0.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1edd48aa-5c38-5b5e-ac4f-4b00d2824087.jpg,"[176, 68, 570, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/fe440d4c-2640-5612-95b5-b6fb486bf22d.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3cd6f8e7-f488-5880-9c57-9591e98ac1cb.jpg,"[174, 71, 602, 1003]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/818d58b0-8074-538d-925a-5f4a0801a8de.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/25706b12-3778-55de-845d-b1e3327312dc.jpg,"[203, 127, 551, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/a72139bc-6f96-5d1d-b441-0a71d62877da.jpg,val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6694aa1d-a6e3-5326-8cdf-f179537397f4.jpg,"[191, 77, 585, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/216ecda5-01a7-553d-af22-93445538abb9.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bba4c135-3ef5-5b19-ae51-8a88f3495980.jpg,"[227, 68, 535, 929]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/11ac7065-222c-5208-8a31-472f53c0c3d2.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bb7e842e-fc05-51e5-a2d7-134e3ffd563b.jpg,"[205, 119, 554, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/246047de-ede7-5795-8002-097cae613f51.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f17abd9c-cc72-506f-beb8-02559781bddc.jpg,"[208, 128, 560, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/66f84af1-e05a-5b50-8674-77bd50c9a359.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c12327d8-31bd-5bb6-848f-7cc31d17cb11.jpg,"[211, 107, 569, 755]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/dc2a1516-8918-53fe-9f0b-0ae6954caed3.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9f053d12-a955-5cf7-a999-57a0377d9d25.jpg,"[195, 95, 547, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/7cbf4917-edeb-5563-a4b3-4bdf060952f9.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/94e11db2-8cd7-5437-9186-605c0c9ff55b.jpg,"[220, 111, 563, 1024]",jogger,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/a51dcec6-9d8d-58e6-8a5e-4a71c40107a6.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/71ff8f24-f2e5-50a6-9b10-55874328a00f.jpg,"[197, 66, 557, 1024]",straight,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/f122103f-5c04-5158-938f-785630a96bf2.jpg,val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ed346da1-f085-5306-80fb-2c136e6758b3.jpg,"[198, 87, 573, 1024]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/d12a4c23-c218-5c6e-92f2-e3bfbd5ea599.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9374630e-52a5-5f52-864f-cd5086511853.jpg,"[224, 83, 579, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/d4ba039f-de8b-5d33-8db7-0b3e69668349.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e49c18a2-a237-5807-989b-93f92e61da15.jpg,"[167, 105, 587, 925]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/6b160bc0-7a1d-5bf3-a5b9-2ec5603f8cbe.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/91c3b849-5d82-5a67-9551-1dc52319e6ec.jpg,"[215, 148, 561, 990]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/2048ba94-283a-54e6-85a4-0bbe888ddf09.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0b5d9de3-7a0d-5f81-abad-a291bc6994d6.jpg,"[235, 77, 519, 885]",skinny,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/240c3313-b4ff-52ac-9c48-a3d0d4060307.jpg,train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/82b6cdee-e62f-59ec-b297-93ec2699b5d9.jpg,"[226, 74, 548, 1024]",bootcut,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/bd1f094f-c143-5d81-8ff2-89bce59f7d85.jpg,val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ca80e89e-1359-5782-8fe1-24057a6296ba.jpg,"[218, 117, 540, 1024]",slim,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/333389a1-0892-5040-a037-d46b56a77adc.jpg,val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d4bb5971-f691-5ee4-a846-d52b0abaff50.jpg,"[197, 105, 594, 872]",wide_leg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantFit/PantFit_v7/images/930657d2-2fcd-5ac1-b11a-e690da7cc39b.jpg,train
