image_url,labels,labels_crops,source,status
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/973918ae-cd45-5b5f-bc51-2bf9e5c58ba6.jpg,high,"[0, 171, 861, 893]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4c709fbd-459d-55d6-9873-715c27187d63.jpg,medium,"[2, 46, 856, 1017]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7efc8504-4e90-5e9f-a0fc-1ee2e4322ca3.jpg,low,"[10, 368, 257, 554]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2e2f66e2-0973-5dff-ad52-cd98b0030fa7.jpg,flat,"[36, 207, 526, 500]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9ea8cb34-6ee7-5113-8193-79ee0c128fbe.jpg,low,"[0, 457, 1230, 1016]","old_data,existing_footwear_type,footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro,Macys,orientation,shoes",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d25c50d0-e3b8-5d4e-ae5a-094ef3aef20f.jpg,medium,"[17, 372, 441, 517]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/45185d4c-d030-5ac8-8429-7fedb411add7.jpg,flat,"[26, 178, 68, 220]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2108216f-a0ca-57a1-a7da-677b20cfc76d.jpg,medium,"[24, 43, 540, 590]","e,,Existing Data,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1b8697da-5853-5133-98c1-f794f5beb5ad.jpg,not_visible,"[293, 0, 879, 1995]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/49dbd328-7d77-5d1e-b9fa-f39675e6cb0c.jpg,flat,"[7, 468, 1230, 1052]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8e39b297-857b-5e46-b886-133c22d81b6e.jpg,high,"[0, 173, 846, 882]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/823ecc22-c09a-502b-907b-60122ee0e298.jpg,high,"[120, 18, 373, 331]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2aa1cf32-023a-5cbb-8e71-e2b68e3463b4.jpg,not_visible,"[297, 192, 526, 618]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1f203878-f077-5e5a-a594-b715f3d3b17d.jpg,high,"[12, 106, 804, 945]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/08e819d8-646c-5e4a-9da5-0d5f51268174.jpg,medium,"[12, 6, 179, 96]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,orien,orientation,shoes,Macys+Microwork,fo-labelled,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ca19f10d-4f7b-5dc1-aa36-566d1a28f3b6.jpg,medium,"[7, 85, 846, 996]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1b6afbaf-03ae-5a1c-9230-09c367caea4a.jpg,low,"[8, 110, 454, 420]","footwear_trainingdata,,microwork_testing, testing_batch,e,Existing Data,Microwork",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/34ec3ff8-66be-5be5-8662-cdcdb9bee637.jpg,not_visible,"[261, 284, 326, 358]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c8074162-4219-5ffe-8a89-3e0d837b918a.jpg,low,"[0, 486, 1230, 1034]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9b958189-8826-5126-9c3c-91df541de829.jpg,not_visible,"[30, 63, 493, 667]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e7ac5147-ba51-5db3-a4df-3a5e7ea87202.jpg,low,"[158, 62, 856, 996]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e0dd1f6c-2070-5686-a672-b09e655526ac.jpg,low,"[33, 116, 347, 379]","footwear_trainingdata,,microwork_testing, testing_batch,e,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a20b722e-ef08-50f5-bf64-ee8945b4d6de.jpg,not_visible,"[11, 18, 452, 260]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c6bfb8a4-9c25-5b00-a651-168193722bcd.jpg,flat,"[38, 280, 1534, 1276]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e26e7d7c-2b1c-55b9-b5ff-59835a2be527.jpg,medium,"[20, 68, 315, 398]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4ff24a31-d4ac-5e42-9486-192c32c8ab2a.jpg,high,"[5, 171, 820, 908]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1f0880a9-f148-579d-b538-a5b43d38bb8d.jpg,not_visible,"[437, 19, 899, 978]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b06ae074-dc4c-5686-8786-f83a5ccf966a.jpg,medium,"[12, 184, 846, 861]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b90ead3a-bf3e-5418-bfae-d7d91e6a4174.jpg,medium,"[23, 215, 590, 441]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a01d1c48-1429-5f7d-8b0f-f63435c5cdcf.jpg,low,"[0, 356, 1204, 1143]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6fafeef5-894f-5ab6-ae83-a05dc5146406.jpg,high,"[355, 427, 695, 1069]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4e80f86c-5b7e-5844-b8d2-27a254bbbb81.jpg,flat,"[32, 65, 460, 300]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b5045422-95a4-56a9-b73a-be3eb67b0234.jpg,medium,"[0, 68, 1207, 1413]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/af341b5d-3d47-5a85-94b3-2c04d5019d81.jpg,flat,"[33, 87, 330, 324]","footwear_trainingdata,,microwork_testing, testing_batch,e,Existing Data,Microwork",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7ca4f144-7cc4-50a3-aced-4dfd520d18fb.jpg,low,"[0, 156, 310, 379]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0937ce31-1dba-5bdd-88a3-0d835fe2a102.jpg,flat,"[0, 81, 248, 236]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3843175b-dcb4-5cc0-b489-dda07299d720.jpg,not_visible,"[248, 723, 318, 831]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/92f3f013-8372-5971-a73c-58f68afd7a67.jpg,high,"[0, 168, 861, 900]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c410e36d-9649-54ab-8679-174154624456.jpg,low,"[0, 147, 859, 900]","everything,testset_gen,test,dd,gentestset_microwork,,1853_Merit,e,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8247ded0-98f3-5593-b515-5f7a95d5f49b.jpg,high,"[8, 146, 339, 342]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0a6df71a-c0c3-59eb-a3aa-440073b76f03.jpg,flat,"[36, 432, 1230, 1088]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d011e6c6-ff2e-5d95-8a8b-33a558034a4f.jpg,not_visible,"[142, 90, 355, 254]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8e640275-fd5d-5c3f-a131-0fb76b036823.jpg,flat,"[15, 190, 279, 343]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Micro,Microwork",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8d4e82da-7f12-5205-a149-0fbedb3f7760.jpg,high,"[2, 70, 146, 179]","Existing Data,,e",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d3410c78-4c85-51ac-b335-7d5532de434e.jpg,flat,"[5, 386, 864, 662]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/664b14aa-d023-5c23-9a5c-d10f518895ea.jpg,low,"[6, 74, 240, 167]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/328fbbdc-3d4a-512c-af12-f44c5f44afea.jpg,high,"[0, 142, 843, 911]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9f110f40-7339-530a-b290-584cf304642e.jpg,flat,"[22, 44, 491, 314]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2c6c1b40-7305-550d-8275-f8d35e441a52.jpg,high,"[0, 122, 1230, 1355]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a437cbcc-a03e-5976-9614-f756300e6c76.jpg,flat,"[56, 138, 403, 311]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ce29bcd4-79f2-5757-8678-cfad837976f8.jpg,high,"[269, 330, 597, 520]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8927e345-4d61-5af7-8e4d-75d21fdd9ad4.jpg,flat,"[149, 285, 1713, 2479]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0088b38d-92dc-5e0c-9b5f-e595f72e4055.jpg,medium,"[0, 295, 1230, 1193]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0c8f50d5-56cf-5092-a62e-b99ef7fc5748.jpg,flat,"[47, 120, 338, 331]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ca54380f-f0ec-5289-8bdb-ca944152aceb.jpg,low,"[43, 165, 304, 409]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/42c9d66f-82ac-5e71-b9ae-98b5243741a7.jpg,flat,"[10, 483, 1230, 1027]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8a7bf624-8ada-5f11-b6eb-43d95a64a60f.jpg,high,"[10, 108, 1230, 1391]","e,,Existing Data,Macys,orientation,shoes",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/39a7b195-6253-5e70-b4cd-a168208b4006.jpg,medium,"[200, 354, 496, 758]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/295a147f-fbf3-56f5-9adf-8c9bb478475f.jpg,high,"[269, 200, 759, 678]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2448a016-7dd0-580e-9374-4c4d881fa4f3.jpg,medium,"[212, 283, 334, 373]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/933b116d-adad-5f6f-8ab8-d327be1eeea1.jpg,not_visible,"[317, 724, 390, 845]","e,,Existing Data,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b38dba06-3e81-5f58-9041-fd51cc7d77d7.jpg,flat,"[0, 465, 1215, 1024]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/53d65c35-3dcb-599a-a4a2-c1b8c478dc76.jpg,not_visible,"[192, 761, 255, 854]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/085a1d11-71fe-5ad8-a770-faf6dee92fd6.jpg,flat,"[19, 235, 703, 601]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fe9d95e5-66f8-5be1-b7ae-7c1009c9ae51.jpg,high,"[432, 296, 778, 775]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b858df1c-0c71-546b-8777-9d6f630705a4.jpg,medium,"[41, 69, 613, 600]","moad,e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b98511d2-b14b-5564-bdd5-0b8fcf213a2c.jpg,low,"[60, 324, 939, 685]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0602e4e5-a0a6-5a4f-aadf-a041c7c99c82.jpg,medium,"[134, 706, 1860, 1807]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/98aa2d74-2ff2-5863-bedb-4fba016fe363.jpg,low,"[331, 228, 971, 935]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fbb853ed-ac9c-50b0-b448-2ffe84512c6c.jpg,high,"[150, 276, 557, 678]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/311a3388-3d34-5625-950b-6e00cbe70fc9.jpg,medium,"[140, 13, 360, 325]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0c8b8b83-adf6-5a42-b6aa-ff8c00a56777.jpg,flat,"[0, 316, 864, 721]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fec1fbc6-380b-5fce-8d1c-2b4bf40d5c9a.jpg,high,"[0, 114, 791, 934]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d63b7c45-8a1b-5bdc-b765-b548fadaa2e2.jpg,flat,"[0, 382, 1211, 1060]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a2db1d17-dc11-5f89-a409-d0426965cf4d.jpg,low,"[0, 450, 1207, 1024]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,Macys,orientation,shoes",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f37a5956-bad8-5ac7-8cae-2a9d557dd7f6.jpg,low,"[15, 80, 351, 270]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/740e2dde-b193-5808-813a-a70f3c0f9937.jpg,flat,"[23, 33, 412, 355]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/337ae281-28dd-5282-bcb2-660d738ae090.jpg,medium,"[4, 415, 505, 627]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7f8c529d-72cf-5625-afce-8596ef8a6f68.jpg,flat,"[2, 120, 358, 342]","old_data,existing_footwear_type,e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b058599b-4112-5d8d-8781-e7b0f53f2d7a.jpg,low,"[0, 389, 864, 716]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1bc02c6d-d84f-5457-b7a1-1952900a75ed.jpg,not_visible,"[98, 45, 245, 447]","old_data,existing_footwear_type,footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ba5fa04b-5c24-5304-ad41-70a48f02a0e0.jpg,not_visible,"[259, 687, 321, 802]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4d91163d-98d2-5bba-bb32-9c8dca51ad2a.jpg,medium,"[0, 158, 820, 906]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c48d0590-a306-575d-bfbe-0bf33ceb2938.jpg,flat,"[56, 53, 275, 206]","e,,Existing Data",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/64fccd24-4692-5247-bc9f-27593f8da565.jpg,flat,"[14, 533, 1179, 948]","footwear_trainingdata,,microwork_testing, testing_batch,e,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d6816a3f-7a33-5616-b668-65bcc5668b1c.jpg,not_visible,"[125, 121, 301, 460]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9ba134c8-1d85-5e20-aab4-a939dfb22306.jpg,not_visible,"[109, 60, 412, 747]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c7cb58d3-d9ec-53be-ac4d-31459a608ef9.jpg,high,"[88, 108, 387, 349]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/273a00c0-65f8-513f-ad60-baf6febf368b.jpg,medium,"[2, 202, 856, 867]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f4fd163e-3ed9-53a1-90d9-348434d3c414.jpg,not_visible,"[235, 774, 320, 896]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/59016249-545f-5c17-8a7b-dc0f367f1ade.jpg,high,"[0, 108, 1230, 1352]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,Macys,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/98ab6d5e-f486-5355-a949-fcbfdcdb981d.jpg,medium,"[35, 106, 347, 350]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f247d328-475b-5cd9-942f-d0d1f5e5b539.jpg,flat,"[148, 31, 394, 214]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ee2e6ab3-7c98-5760-8844-71fce4b47a3c.jpg,high,"[56, 28, 533, 561]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4330b47f-9284-542a-a244-96140505b107.jpg,not_visible,"[138, 23, 285, 234]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fcf63423-dca3-5af4-99d8-fc34eb08fe4c.jpg,high,"[79, 0, 523, 532]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/41c16ddf-4ba7-5f82-a9fc-4629601638e6.jpg,flat,"[20, 757, 1369, 1295]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/17b422f2-14a1-503b-bcac-fe959497731b.jpg,flat,"[0, 447, 1230, 1024]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0216da6e-ce1a-5c7b-9d8d-60398c5d61f3.jpg,not_visible,"[293, 66, 506, 529]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/69ddffa0-a8e0-53df-a4f6-de37b345df15.jpg,medium,"[18, 128, 334, 304]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/965b4829-c337-591b-a708-e0dff603193e.jpg,flat,"[6, 9, 248, 87]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/626d4e4a-d3bc-5f33-a08c-441824c3fba3.jpg,not_visible,"[37, 101, 110, 244]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/47fa2f8d-2991-5c5a-9ef0-8094c4fe0211.jpg,flat,"[2, 181, 327, 353]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/82dde281-0ef9-5db6-b1e3-9e72095dd055.jpg,flat,"[12, 114, 828, 934]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f5bcc62d-6945-58e3-8826-6102448180ae.jpg,medium,"[185, 31, 973, 699]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4ec4b778-6712-53d3-b54b-e87dafbe1481.jpg,flat,"[0, 429, 1230, 1096]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/00cde399-ca95-5928-b8a3-d89de76e2204.jpg,flat,"[36, 262, 846, 789]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c52363e9-216f-5d9c-a867-119cb1b843d6.jpg,high,"[50, 219, 1161, 1312]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f31a67cc-5002-5913-b95f-26db99451400.jpg,high,"[41, 8, 193, 152]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9d2b5ba8-a88a-511c-b0b8-78f97ebd3bd2.jpg,medium,"[27, 109, 343, 371]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9d722810-74b6-5824-8314-b7237728d778.jpg,low,"[91, 254, 913, 887]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0dffcc0a-1e05-5e46-8d75-9fedc5db9ba5.jpg,low,"[0, 109, 841, 955]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4eeb1203-dc33-57d2-94c3-2900395361d8.jpg,high,"[0, 252, 1230, 1240]","e,,Existing Data,Macys",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c2573dff-8ba0-5a49-8015-9a619da4cbcb.jpg,flat,"[16, 35, 466, 354]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/67704a7d-f79d-5b89-898c-994e644dcad2.jpg,low,"[28, 236, 1174, 980]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/45d126fb-2ae8-5e99-bd46-9daacddc3fe2.jpg,not_visible,"[45, 387, 81, 475]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/efcbb1c9-56c2-5dd4-9085-34803442dd7b.jpg,flat,"[17, 8, 392, 224]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/aee9a1a3-bf9c-5d5e-bfce-c2152eba0df3.jpg,flat,"[0, 381, 864, 643]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e951acae-6130-5d05-8ac2-5015046fbdf6.jpg,low,"[0, 205, 864, 854]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e714bf76-8a4d-56ae-989c-62877e25e23b.jpg,high,"[59, 0, 763, 1077]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/cac6a75d-e16c-50d8-a504-4f102ff0d424.jpg,not_visible,"[547, 48, 1277, 1399]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0c2986ed-81d0-5723-88ea-85bbb1856788.jpg,low,"[216, 312, 1822, 1701]","e,,Existing Data",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7fc2bc14-eab6-5547-bb56-669d40bd538b.jpg,high,"[0, 64, 1230, 1406]","footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,mi,Micro,Macys,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9b451106-7af0-5d12-8924-38992fe613e9.jpg,flat,"[3, 266, 1225, 1229]","old_data,existing_footwear_type,footwear_trainingdata,,microwork_training, training_batch,microwork,e,Existing Data,Microwork,Micro,Macys,orientation,shoes",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/151bbb0b-34c6-56cb-83a0-b151cad0c17a.jpg,low,"[115, 112, 584, 487]","Existing Data,,e",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/df1b2b64-f16a-5615-a7b1-a69020fc001b.jpg,not_visible,"[218, 6, 595, 627]","e,,Existing Data",train
