image_name,image_url,img_path_old,labels,labels_crops,source,img_path,status
182269d7-b803-5c67-824e-f422d05a5f01.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/df43c272-a7b9-5693-87e8-49dc1adbe95c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/182269d7-b803-5c67-824e-f422d05a5f01.jpg,A-Line,"[920, 900, 1915, 3104]",rtr,/ofs/images/tf_images/182269d7-b803-5c67-824e-f422d05a5f01.jpg,train
75cf2afd-6c90-5652-8cdf-54b4fab2c7c8.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/68457311-6064-566f-b147-cca90dc9d854.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/75cf2afd-6c90-5652-8cdf-54b4fab2c7c8.jpg,Shift_Sack,"[113, 13, 530, 1115]",rtr,/ofs/images/tf_images/75cf2afd-6c90-5652-8cdf-54b4fab2c7c8.jpg,val
636c8285-4d10-503b-9c9a-2e51de2cb3b9.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8fb2a8f1-aa93-5838-b907-b83bec5c49b4.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/636c8285-4d10-503b-9c9a-2e51de2cb3b9.jpg,A-Line,"[20, 6, 155, 197]",rtr,/ofs/images/tf_images/636c8285-4d10-503b-9c9a-2e51de2cb3b9.jpg,train
2544fbe8-32cd-5883-82d7-6e7f3a1f811f.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/674b2874-ab2c-5c67-8b91-43b5fe153a96.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/2544fbe8-32cd-5883-82d7-6e7f3a1f811f.jpg,A-Line,"[1014, 638, 2069, 3084]",rtr,/ofs/images/tf_images/2544fbe8-32cd-5883-82d7-6e7f3a1f811f.jpg,train
f4ec1589-9690-54c1-be53-61cfb6c1a88d.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b3f51abe-be17-507d-b3a1-ac85e4417e65.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/f4ec1589-9690-54c1-be53-61cfb6c1a88d.jpg,Fit_Flare,"[416, 295, 1037, 1424]",rtr,/ofs/images/tf_images/f4ec1589-9690-54c1-be53-61cfb6c1a88d.jpg,train
43c247cf-ad01-5cfc-a6db-e0f35c572f2e.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/357c5190-88fa-57d0-9880-c74db7da5cbf.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/43c247cf-ad01-5cfc-a6db-e0f35c572f2e.jpg,A-Line,"[1034, 873, 2002, 3353]",rtr,/ofs/images/tf_images/43c247cf-ad01-5cfc-a6db-e0f35c572f2e.jpg,train
2d2f1f65-605f-5259-b909-a677a6c102a0.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b62b1590-b669-5d78-9cd3-a59738f59fd9.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/2d2f1f65-605f-5259-b909-a677a6c102a0.jpg,Fit_Flare,"[100, 67, 350, 496]",rtr,/ofs/images/tf_images/2d2f1f65-605f-5259-b909-a677a6c102a0.jpg,train
8c6ad037-7a61-5405-8773-0966e02dbd4b.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/47ddd984-e442-5e42-b1d6-131a6e9975d3.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/8c6ad037-7a61-5405-8773-0966e02dbd4b.jpg,A-Line,"[146, 82, 1032, 1711]",rtr,/ofs/images/tf_images/8c6ad037-7a61-5405-8773-0966e02dbd4b.jpg,train
9f63017e-7c79-56a5-b311-d8375c6a9593.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/846af1ef-4573-5ce0-ad1a-e4c21ddf7f0a.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/9f63017e-7c79-56a5-b311-d8375c6a9593.jpg,A-Line,"[1066, 0, 2335, 3053]",rtr,/ofs/images/tf_images/9f63017e-7c79-56a5-b311-d8375c6a9593.jpg,train
5acc9d6a-3655-5d7f-953e-1f278db8710a.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bedea8ec-394d-50c6-b236-79010b15add2.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/5acc9d6a-3655-5d7f-953e-1f278db8710a.jpg,Sheath,"[59, 11, 158, 171]",rtr,/ofs/images/tf_images/5acc9d6a-3655-5d7f-953e-1f278db8710a.jpg,train
b961f7f3-fb84-596b-acca-d5f549a700be.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/561aeedf-c02a-53dc-bad4-e709264cafe6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/b961f7f3-fb84-596b-acca-d5f549a700be.jpg,A-Line,"[18, 4, 140, 212]",rtr,/ofs/images/tf_images/b961f7f3-fb84-596b-acca-d5f549a700be.jpg,train
fb383851-5b0f-5017-95cc-8d3c95755399.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/30d782e1-3971-529b-b850-5fa3049cc33c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/fb383851-5b0f-5017-95cc-8d3c95755399.jpg,Fit_Flare,"[126, 63, 424, 475]",rtr,/ofs/images/tf_images/fb383851-5b0f-5017-95cc-8d3c95755399.jpg,train
0f8b6a4a-9bca-5bd4-9a4a-a7f51903b0c4.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d5cfe7fd-4ed3-54d4-b580-f464c7b31a04.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/0f8b6a4a-9bca-5bd4-9a4a-a7f51903b0c4.jpg,Sheath,"[1075, 672, 2076, 3232]",rtr,/ofs/images/tf_images/0f8b6a4a-9bca-5bd4-9a4a-a7f51903b0c4.jpg,train
bcf4ca87-5faf-5539-a6cb-4484c30cbe1b.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/031244b3-17fe-57cb-89b2-b420941659f8.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/bcf4ca87-5faf-5539-a6cb-4484c30cbe1b.jpg,Sheath,"[1364, 1014, 2096, 3279]",rtr,/ofs/images/tf_images/bcf4ca87-5faf-5539-a6cb-4484c30cbe1b.jpg,train
040c1ef4-4363-5926-8227-7b4243745af3.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3ce96cdf-2a12-59ed-9874-70f34c216fa3.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/040c1ef4-4363-5926-8227-7b4243745af3.jpg,A-Line,"[907, 967, 2083, 2882]",rtr,/ofs/images/tf_images/040c1ef4-4363-5926-8227-7b4243745af3.jpg,train
051a9cec-3af0-5fbd-be2d-91ce23f2b3be.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/780215bd-3f95-52dc-9782-5574f6008949.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/051a9cec-3af0-5fbd-be2d-91ce23f2b3be.jpg,A-Line,"[1162, 1283, 2096, 2963]",rtr,/ofs/images/tf_images/051a9cec-3af0-5fbd-be2d-91ce23f2b3be.jpg,train
aaf4c880-7586-5001-af63-8bb83b9738a2.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/932fa55a-ce8f-5f88-811e-ba1a06020741.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/aaf4c880-7586-5001-af63-8bb83b9738a2.jpg,A-Line,"[974, 806, 1942, 3091]",rtr,/ofs/images/tf_images/aaf4c880-7586-5001-af63-8bb83b9738a2.jpg,train
eef582f5-f675-5c9b-aafd-28d69a342904.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/196e974b-7ba4-5176-81d5-288b04b09a06.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/eef582f5-f675-5c9b-aafd-28d69a342904.jpg,A-Line,"[866, 792, 2063, 3447]",rtr,/ofs/images/tf_images/eef582f5-f675-5c9b-aafd-28d69a342904.jpg,train
9df70019-54bc-5d45-a3ee-7d12095b1647.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d98bc2ed-993c-5668-84c3-adbf3874d536.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/9df70019-54bc-5d45-a3ee-7d12095b1647.jpg,Sheath,"[900, 887, 1861, 2654]",rtr,/ofs/images/tf_images/9df70019-54bc-5d45-a3ee-7d12095b1647.jpg,train
c23b9d32-1729-53bd-ac29-03cdb9314985.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/563412e0-f9f1-53dd-9e6f-5dc082c0c07b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/c23b9d32-1729-53bd-ac29-03cdb9314985.jpg,Column,"[960, 1317, 1942, 3937]",rtr,/ofs/images/tf_images/c23b9d32-1729-53bd-ac29-03cdb9314985.jpg,val
83336ef5-df80-5716-a15c-855bb89cdb7b.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f92022ad-1af2-53ed-9b7b-13e34d6e352e.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/83336ef5-df80-5716-a15c-855bb89cdb7b.jpg,A-Line,"[489, 305, 1037, 1744]",rtr,/ofs/images/tf_images/83336ef5-df80-5716-a15c-855bb89cdb7b.jpg,train
004f5d7e-d5c6-5c93-af8c-ab7ded90f0da.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4a644e69-c750-597c-8546-67b34c3d2bb5.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/004f5d7e-d5c6-5c93-af8c-ab7ded90f0da.jpg,A-Line,"[51, 17, 278, 581]",rtr,/ofs/images/tf_images/004f5d7e-d5c6-5c93-af8c-ab7ded90f0da.jpg,train
7145ca08-1087-5d28-a5f0-7e417c5629f9.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/94df6dcc-2b2f-502e-982d-6566f9abeb06.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/7145ca08-1087-5d28-a5f0-7e417c5629f9.jpg,Column,"[866, 1034, 1780, 3507]",rtr,/ofs/images/tf_images/7145ca08-1087-5d28-a5f0-7e417c5629f9.jpg,val
f1822554-d153-5149-bd02-3af491885e79.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4bf4dfb5-cafc-57b1-97f8-6c25880817f6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/f1822554-d153-5149-bd02-3af491885e79.jpg,Sheath,"[473, 295, 1152, 1955]",rtr,/ofs/images/tf_images/f1822554-d153-5149-bd02-3af491885e79.jpg,train
8b56c87e-cfdc-587e-a5c2-ae600dd75a7a.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/457fc009-f5bb-525c-9a7c-c429ded85a6a.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/8b56c87e-cfdc-587e-a5c2-ae600dd75a7a.jpg,A-Line,"[1068, 1075, 1868, 3373]",rtr,/ofs/images/tf_images/8b56c87e-cfdc-587e-a5c2-ae600dd75a7a.jpg,train
dd327224-a742-53a3-bc28-17d55fdb9fc2.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bb4b8200-4657-56db-95e5-9166f0a18cfe.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/dd327224-a742-53a3-bc28-17d55fdb9fc2.jpg,A-Line,"[1068, 779, 2009, 3601]",rtr,/ofs/images/tf_images/dd327224-a742-53a3-bc28-17d55fdb9fc2.jpg,train
af935bce-53b3-577d-93b1-2cce09638911.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/97c12021-5385-5644-8ce6-fb4be4aa8a78.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/af935bce-53b3-577d-93b1-2cce09638911.jpg,A-Line,"[967, 994, 2036, 3158]",rtr,/ofs/images/tf_images/af935bce-53b3-577d-93b1-2cce09638911.jpg,train
03a8055d-c707-581e-bb70-124e639430de.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bb5f7420-cf14-5912-aaca-e4e96e640615.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/03a8055d-c707-581e-bb70-124e639430de.jpg,Sheath,"[154, 134, 329, 480]",rtr,/ofs/images/tf_images/03a8055d-c707-581e-bb70-124e639430de.jpg,train
191969a0-2c77-5e99-8ac0-31b7404898c9.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/99bc737f-ee47-5b0b-8f2b-5317de927983.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/191969a0-2c77-5e99-8ac0-31b7404898c9.jpg,Sheath,"[994, 1102, 1928, 2607]",rtr,/ofs/images/tf_images/191969a0-2c77-5e99-8ac0-31b7404898c9.jpg,train
545be3a9-e80a-5559-b0a1-b8cf9e96841c.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ba2ba14b-1c14-5f2b-b475-9f33b9ddb258.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/545be3a9-e80a-5559-b0a1-b8cf9e96841c.jpg,A-Line,"[866, 880, 2143, 3131]",rtr,/ofs/images/tf_images/545be3a9-e80a-5559-b0a1-b8cf9e96841c.jpg,train
75930031-ecf6-5f07-9904-7af10ca25692.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/82f19fc2-a490-5093-9fd7-fd27c5eeeb11.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/75930031-ecf6-5f07-9904-7af10ca25692.jpg,Sheath,"[967, 611, 2083, 2714]",rtr,/ofs/images/tf_images/75930031-ecf6-5f07-9904-7af10ca25692.jpg,train
81a3968d-fa78-598c-81b7-75cab324f80b.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/60263d53-259f-5cf8-a8fd-979ce640cc44.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/81a3968d-fa78-598c-81b7-75cab324f80b.jpg,A-Line,"[72, 42, 193, 244]",rtr,/ofs/images/tf_images/81a3968d-fa78-598c-81b7-75cab324f80b.jpg,train
66baad91-0643-5aa7-aa5c-56e6934377cb.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c35fd29c-bebf-57a6-b908-3a81ce50fe94.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/66baad91-0643-5aa7-aa5c-56e6934377cb.jpg,A-Line,"[133, 92, 326, 626]",rtr,/ofs/images/tf_images/66baad91-0643-5aa7-aa5c-56e6934377cb.jpg,train
5d4c934a-366f-58a1-94bc-5c905eccdfaa.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8f0a76c9-5360-5833-bd01-833bc7115294.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/5d4c934a-366f-58a1-94bc-5c905eccdfaa.jpg,A-Line,"[399, 534, 1020, 1417]",rtr,/ofs/images/tf_images/5d4c934a-366f-58a1-94bc-5c905eccdfaa.jpg,train
da671578-1852-5404-9001-19bcbc3fd4e7.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b66bfbc9-3719-59ce-bc54-5ccbf8722384.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/da671578-1852-5404-9001-19bcbc3fd4e7.jpg,Fit_Flare,"[907, 900, 1942, 2661]",rtr,/ofs/images/tf_images/da671578-1852-5404-9001-19bcbc3fd4e7.jpg,train
88575d51-0eb5-52d0-a0fb-ee4fbce26124.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/68014c6b-c107-5c6a-9d6b-2fccbce56384.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/88575d51-0eb5-52d0-a0fb-ee4fbce26124.jpg,A-Line,"[96, 25, 829, 1469]",rtr,/ofs/images/tf_images/88575d51-0eb5-52d0-a0fb-ee4fbce26124.jpg,train
952d2101-a6d6-573e-be90-52fad372d257.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0192e237-34be-51a6-a439-40e7f93d643c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/952d2101-a6d6-573e-be90-52fad372d257.jpg,A-Line,"[140, 67, 381, 605]",rtr,/ofs/images/tf_images/952d2101-a6d6-573e-be90-52fad372d257.jpg,train
e85a5851-1139-5ba3-9127-57a15c1dff1b.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/503af6ea-0651-54ab-99a0-da3c6c26e00f.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/e85a5851-1139-5ba3-9127-57a15c1dff1b.jpg,Fit_Flare,"[436, 324, 1148, 1395]",rtr,/ofs/images/tf_images/e85a5851-1139-5ba3-9127-57a15c1dff1b.jpg,train
53cb75e0-2e62-504d-a034-6f040f34e210.jpg,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/78c035b3-dae8-5c11-ba56-91979599155a.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/DressType/DressType_v2/delta_images/53cb75e0-2e62-504d-a034-6f040f34e210.jpg,A-Line,"[118, 24, 303, 584]",rtr,/ofs/images/tf_images/53cb75e0-2e62-504d-a034-6f040f34e210.jpg,val
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a1120572-b24e-50dd-9de9-0c99ab8ab360.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/23398463.jpg,A-Line,"[63, 65, 469, 820]",,/ofs/images/gen_images/724c67f2-f627-56a6-99e0-978f07dc9ff8.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/0cf57a13-dba9-51aa-b88d-f64d6c957a83.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/24470416.jpg,A-Line,"[29, 52, 463, 783]",,/ofs/images/gen_images/cc199c57-8ffb-5150-bf11-8ef247fe8184.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/bdb6a2e8-35d3-5ddd-9659-47e2ce9ce718.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/4396b17b-6e57-574e-8b83-3da988268799.jpg,A-Line,"[367, 0, 850, 1063]",,/ofs/images/gen_images/5935c48e-c4bf-5ad9-a7bb-1f35a34b8fa8.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/225923ff-f04c-5003-9871-5874ac104c26.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/941a46a2383f2bc44d9cdfb715253b31.jpg,Sheath,"[88, 92, 779, 1538]",,/ofs/images/gen_images/a9d3542a-50b5-576f-b34d-54a9f8202982.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7a0377d3-cc6b-552f-9270-938cf0ed3cf0.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/cheap-floral-ball-gown-prom-dress-unique-for-juniors-2018.jpg,Fit_Flare,"[63, 15, 388, 567]",,/ofs/images/gen_images/3567cd0b-c396-5105-8ecd-514a4e6888d6.jpg,train
