image_url,img_path,labels,labels_crops,status
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bea79500-8f9a-5b70-bdad-50e9bec22e52.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/46b9d9a4-3cfd-54f6-b46c-de25ee7bc63a.jpg,sweatpants,"[115, 40, 522, 567]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1ef69117-c180-52fe-901f-6f24b9647f4a.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/588bcf49-ebec-582d-84ed-ec7c14ec5934.jpg,leggings,"[376, 25, 857, 904]",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/08fef688-aab1-5cad-ab3d-5aff98235da0.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/4cff9736-126c-523f-886d-88f4111411bd.jpg,palazzo,"[102, 262, 302, 635]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0f9523b1-9a7b-58a5-b5bb-e48d1abdedd9.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/57e65ae3-1825-55a5-b50c-ca5bad0e136c.jpg,leggings,"[91, 7, 221, 287]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fa12b833-a46a-5329-91e8-f578ee88fd15.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/ac04b91f-7c5f-5346-92a0-2a45ce505bec.jpg,cannot_determine,"[102, 187, 917, 1050]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/05c0f545-e85a-541e-a74d-e589da135a51.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/b49cbd31-df71-569b-b772-70d4958f9168.jpg,trouser,"[0, 0, 305, 895]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4cde0e74-a969-512b-a2b5-5b6635d3aba4.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/942b78af-d985-56dc-9727-5ff2988edbc9.jpg,sweatpants,"[67, 8, 136, 186]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a6609d58-8e1a-5ee5-b27f-dec6d3ace869.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/a7f5c6db-959e-5276-8761-e338e97de6d9.jpg,cargo,"[109, 21, 296, 462]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1444fae9-855f-595b-af76-6940fc7c7065.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/77cc63a2-8a8e-5635-80c9-a25adb7b52ab.jpg,palazzo,"[865, 2150, 2290, 4886]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ce928b71-2b56-5d21-99ca-5c7cdf6a2b14.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/a1a18982-c7bd-55ba-8c01-4579971e4d7b.jpg,cannot_determine,"[68, 0, 440, 578]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/37ae23fd-2f53-55d4-a2b0-b176f999c7c0.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/b15f0559-018e-564b-83b7-dda0825d5947.jpg,trouser,"[367, 201, 1615, 2776]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ab83535c-93a4-5e80-ba52-0163746da8b8.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/8b891c3e-b0e2-5098-8ce7-bcc0c56ec126.jpg,palazzo,"[133, 61, 430, 496]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/720f9d8c-cf50-542e-8f00-1676e757f324.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/2f1925d5-b9e9-5c5a-bd31-bf4e285a9460.jpg,trouser,"[35, 0, 190, 344]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e8f40414-dd09-5ec0-9700-92a7dec76328.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/1ebbe3c0-4c0c-5d87-a537-4550350cad58.jpg,cargo,"[301, 63, 635, 623]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e1683d96-0750-54c3-b845-ea259fcb49f0.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/f1740665-038e-52f1-84cd-afc53aa3c114.jpg,cargo,"[669, 160, 1048, 1067]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6b025518-8b0f-5553-87a1-18649e19ffd5.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/dbe229d6-e46f-560d-b9d3-ef810c29f5fa.jpg,leggings,"[213, 18, 455, 526]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bf006f30-5609-548d-8b5b-08815d0a1520.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/a6e9ab7a-4ef5-50c4-a431-dacfad5e6241.jpg,palazzo,"[127, 6, 438, 629]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1313d5c3-f95e-52a9-9cc2-a062fd80b99b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/5eaa726d-1959-5c10-8d72-7aa8252706d0.jpg,trouser,"[188, 195, 820, 1381]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0b67c8b0-61fb-580e-83c7-b97752ab051b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/a430ab63-50ba-54ea-bb6f-f8cdebc47165.jpg,leggings,"[84, 4, 171, 216]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/caa20970-e06c-520c-a873-541f42babc57.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/9bee944b-5f57-59f4-994d-1c8c7838b004.jpg,sweatpants,"[172, 0, 484, 616]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4b9f6612-78a9-5e2a-b98d-c25e730f24e6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/6b367865-a494-59c0-9af1-114abda866fd.jpg,cargo,"[97, 4, 236, 283]",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/71646426-42b1-54e6-8152-8b8023d1099e.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/8ee9d6b6-3c2c-51e7-bde2-ceb6535b3e98.jpg,trouser,"[114, 25, 258, 304]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/69fd3ea6-78a2-5a7a-893c-d5d56866ea0b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/a0e00b87-c454-52d2-aab4-07da63efba82.jpg,cargo,"[126, 43, 436, 902]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/efc84522-ed3b-5fe3-bdc3-0dfe31ca8b89.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/f8dd8c0e-de84-53f6-b157-3f62917d5f4f.jpg,trouser,"[153, 0, 338, 489]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b8ac9a8c-c816-5706-a9df-2cab03bfd8d5.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/6c2beabb-44f9-51e1-a5e9-9057ff4d58ad.jpg,leggings,"[98, 73, 234, 449]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b27ac3dc-f5e2-56c2-a5ea-af856b02b4e2.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/1bd3f1a8-8424-5f6c-a67e-34b2bc2848f1.jpg,trouser,"[43, 5, 242, 426]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/961851c2-5511-5517-a4f8-ffb6d18413ec.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/dd75febe-1cde-57b8-a5db-8041aadddaca.jpg,leggings,"[348, 557, 643, 1230]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b55cfe62-c538-5805-a1cc-7709244ed204.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/0723cc29-7065-535d-ad19-111cc7dd378d.jpg,leggings,"[171, 84, 561, 1024]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e57b72d5-d0bf-52c7-bc2a-d08af8430a39.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/46b2ccf4-3dbc-5ef8-8cb4-80d0580a5b28.jpg,sweatpants,"[283, 16, 725, 959]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/17a797e2-4321-5569-a93b-9300ffec2da8.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/223491b9-f9f7-592b-b2e6-26e7ca7f1864.jpg,palazzo,"[143, 71, 464, 665]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/aa7e65c4-f236-59f6-802b-83c0eea113ab.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/16cfc206-3a1f-50a1-8cbd-32488b56a45a.jpg,palazzo,"[300, 0, 616, 632]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/33baf3fa-9679-5be2-9a9b-845e9a2bf99e.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/541674ac-c04b-5bb4-8d62-0a6c5125d620.jpg,trouser,"[92, 18, 239, 342]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7f2d19d1-2696-5413-a59e-c36b455ae055.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/9ee99657-049c-53c4-be8a-b24ef0606c65.jpg,palazzo,"[361, 573, 800, 1507]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/cc601716-155a-56df-a7c2-0f5810d44b6c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/d77d1220-3960-56c3-b7d4-d62fb05c2a8e.jpg,trouser,"[56, 0, 235, 429]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/182b6523-beae-52d3-adc7-821e5eccbb26.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/dc17ff52-d9eb-5fbb-a1cf-d063471331ab.jpg,cannot_determine,"[1, 0, 522, 574]",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/35983f99-73df-53f7-b79a-1968f03f359b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/6e303293-b9fd-51eb-bc39-a9d45529628a.jpg,trouser,"[213, 125, 533, 1024]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/43279970-c24f-5cf0-a518-78b1aa117098.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/42d793f0-637f-5b83-9ce9-3fc0d04d5772.jpg,cannot_determine,"[48, 87, 253, 314]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b2c587bc-e069-50e0-9fd4-7c9911c0505c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/0bd523d2-aabd-51ec-9f53-5502b4720812.jpg,sweatpants,"[173, 0, 461, 638]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1f9ef16c-f165-5dbe-bf57-645020aaa5d6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/04cbe816-caf6-53dd-bf40-dcdebc6c07e0.jpg,leggings,"[31, 32, 181, 351]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ab843cc7-de00-5240-b8c0-437f13d4b6ad.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/c28eb9cc-d1c5-574a-8c47-444ee8fd4be1.jpg,sweatpants,"[37, 22, 167, 329]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/eb313572-b12f-552e-ae62-53d0f2aa9194.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/c80af6b5-4f48-5129-8f76-0e800c5c08d2.jpg,sweatpants,"[259, 23, 551, 696]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2ad52b4a-9582-5d02-96bc-a1c9609762e7.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/da6d3d32-f381-546e-a442-918457bac3e2.jpg,trouser,"[0, 0, 442, 887]",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4aa92a41-5032-5fbf-9707-72b600366f58.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/2e1e6042-5afd-5798-84ff-957da6c67318.jpg,palazzo,"[403, 851, 999, 1910]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6508015e-45e2-5d98-916f-ec1c881b9108.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/6667b7d7-4fa3-5652-8b63-e376985cf900.jpg,cannot_determine,"[0, 648, 535, 1166]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/400cd70e-bc96-5c08-ae25-7abd0f9c7b67.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/ed01970f-b05d-550b-ab74-da639c4a2467.jpg,sweatpants,"[462, 0, 739, 627]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2f220da5-7534-592a-a8e1-453ea4b5fdb7.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/b794684e-4cd1-5c16-a324-81c09b2d9606.jpg,trouser,"[212, 84, 556, 940]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bbc34954-4901-5fd6-9ef1-b591c21dc51c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/43ea8aeb-ec3a-57a6-97f7-3a527533dd8a.jpg,cannot_determine,"[0, 21, 1606, 2206]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/80574330-f87b-505a-ac2f-8a05a7fd5584.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/5fca92c0-fe65-5d22-bdf1-b66c82e173a8.jpg,cargo,"[294, 319, 431, 635]",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/14458a81-d4b8-5c60-b48d-e809292b2535.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/ff1afdd6-a8ee-5d59-9a2e-563c4d2d436c.jpg,cargo,"[51, 60, 299, 656]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5ba7ac0c-ee71-5a8b-903a-a745c9328bb3.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/39537ca9-8480-53dd-80c0-907cd1a81985.jpg,trouser,"[193, 97, 570, 1024]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/eb00f8b1-5d35-5a3e-91cd-f31d537b37fc.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/e7c1f535-6fd5-52e9-8cf5-a26ab07dfd3f.jpg,trouser,"[58, 1, 141, 242]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/870d2a1a-ee2c-53b7-a522-027c7e6763f7.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/6fbfc945-b265-5582-b799-0b75dec6d280.jpg,cargo,"[370, 0, 647, 705]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7a6ff3fd-24b4-5c2c-bb13-a5065cc749eb.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/38a28101-1a8a-58fd-8517-473d0f5d2672.jpg,leggings,"[711, 860, 1288, 1759]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3d1adccb-ebcd-554e-806d-358a38e4fdcf.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/0518252c-9e19-5f8c-af16-ffe5d3bf5a09.jpg,trouser,"[217, 97, 549, 1024]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/685d1b7d-1c56-5184-8d95-1f6202d75f2b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/40752035-504b-5d2b-8f96-1a7c92100d64.jpg,cannot_determine,"[0, 117, 266, 394]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b9aa1c80-40bc-5151-bd92-0af27597f5bd.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/400765fe-72aa-5b64-9538-687d4f4d5522.jpg,trouser,"[266, 155, 789, 1260]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e677c098-d7e6-52c9-b7f6-5d02e288eaae.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/c2189e26-9808-5183-913e-e0899ee585de.jpg,sweatpants,"[153, 0, 419, 578]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0f0f3831-48a8-54d0-b1cf-b5cfb2f7a966.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/bd6b90b8-1334-59ce-947e-8d33acfa71db.jpg,leggings,"[41, 8, 177, 323]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a3a9ce47-d92c-5c3f-9acf-63cfad5fdc79.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/366c3156-5842-5a0a-a163-5f7dba825a5e.jpg,cargo,"[93, 348, 409, 784]",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/025ef552-edcb-5ef3-b382-72a7b11f3f47.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/PantsStyle/PantsStyle_v8/images/265a4329-8a8f-5fd2-b70e-b41cdc1bd8a6.jpg,cannot_determine,"[0, 1, 224, 166]",train
