neckline_loc,labels_crops,neckline_loc_conf,image_name,image_url,img_path,labels,labels_crops_old,status
collared,"[60, 78, 847, 865]",0.700694203377,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/18536cb9-89f8-5b0a-9fd0-1b7fcf74e617.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12750040-15105298-thickbox.jpg,highneck,"[33, 111, 850, 932]",train
scoop_neck,"[190, 57, 723, 644]",0.389826387167,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a0701984-924e-50a1-9f03-4a56764074e6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12739674-15085958-thickbox.jpg,scoop_neck,"[154, 81, 786, 799]",train
crewneck,"[99, 45, 856, 908]",0.547031462193,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a4346836-ead8-5f3f-825a-687a74021611.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12745824-15100472-thickbox.jpg,crewneck,"[21, 15, 886, 947]",train
crewneck,"[78, 172, 841, 932]",0.487728387117,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/43ef7020-ef91-5ff5-88a0-b9225ec80364.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12742458-15099568-thickbox.jpg,crewneck,"[54, 178, 859, 938]",train
crewneck,"[36, 87, 799, 974]",0.543269515038,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9566cc6f-2ae1-5ad8-9090-b88aa8b1f88e.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12744140-15100544-thickbox.jpg,crewneck,"[39, 172, 789, 932]",train
crewneck,"[148, 148, 780, 832]",0.253421008587,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d8617da6-8a4f-5876-a71f-2580a3761236.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766674-15142598-thickbox.jpg,crewneck,"[6, 187, 904, 1107]",train
crewneck,"[63, 6, 811, 578]",0.178896591067,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/97724422-777a-5418-9d2f-d756413c4f1e.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767200-15144484-thickbox.jpg,crewneck,"[21, 87, 847, 847]",train
hooded,"[24, 63, 832, 1001]",0.181334242225,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d435eadb-d0bb-5ef9-8484-b85c2e85502a.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12770120-15145252-thickbox.jpg,collared,"[6, 60, 877, 992]",train
crewneck,"[136, 160, 789, 684]",0.488305896521,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/eb9c463b-0f23-5160-91a4-acdb088f64c5.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767380-15142526-thickbox.jpg,boatneck_bateau,"[18, 99, 901, 905]",train
scoop_neck,"[0, 63, 904, 1310]",0.152955651283,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a98f5d1b-4adb-51d1-8a84-5022121f39f4.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12695816-14993354-thickbox.jpg,scoop_neck,"[0, 54, 904, 992]",train
boatneck_bateau,"[157, 51, 753, 596]",0.26118683815,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/87a6cd44-1d3a-564d-9c88-b2433e0518b1.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766744-15142588-thickbox.jpg,crewneck,"[75, 51, 817, 799]",train
strapless,"[133, 57, 808, 708]",0.19499142468,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/bc7190fd-a561-5b4c-b6c9-6f1a81750d94.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767280-15142832-thickbox.jpg,strapless,"[136, 127, 771, 762]",train
collared,"[72, 145, 841, 926]",0.566430687904,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/181ece17-8c7a-5552-83c6-5b962b5269a9.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12768458-15145410-thickbox.jpg,collared,"[0, 169, 901, 1050]",train
crewneck,"[75, 99, 835, 862]",0.587840139866,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8c9698be-2a9c-530e-8cbe-865d3dbea572.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12744568-15095692-thickbox.jpg,crewneck,"[15, 115, 892, 971]",train
collared,"[0, 21, 904, 1265]",0.19452098012,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e673f282-3538-5f25-ab5c-764b8d0f8688.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12749846-15103982-thickbox.jpg,collared,"[54, 87, 853, 886]",train
crewneck,"[21, 178, 859, 914]",0.370919495821,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/93811bb9-113b-5c5e-86ca-553cb9ac90c7.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767188-15144362-thickbox.jpg,crewneck,"[0, 166, 886, 1035]",train
crewneck,"[57, 42, 838, 859]",0.446526795626,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/6978e005-db7f-55bc-963f-a915fa061b1b.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12735218-15076938-thickbox.jpg,crewneck,"[9, 30, 898, 926]",train
scoop_neck,"[121, 154, 799, 859]",0.389654070139,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/05ca496f-5eea-5da3-93b1-9381606cee3c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12769756-15145378-thickbox.jpg,boatneck_bateau,"[130, 151, 783, 817]",train
collared,"[196, 63, 720, 729]",0.607713162899,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/3ccba0a1-269b-5a64-b5e7-6fe672ad5f9f.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12769660-15144792-thickbox.jpg,collared,"[172, 90, 729, 726]",train
collared,"[30, 139, 862, 932]",0.676287472248,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/015ee2f3-d11e-589a-87d5-a7750d2b2e5d.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12749696-15104990-thickbox.jpg,collared,"[3, 139, 895, 959]",train
square_neck,"[142, 96, 771, 835]",0.215123146772,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/536b7f29-9942-5daf-96cf-ad8649bfed01.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12740480-15088132-thickbox.jpg,crewneck,"[130, 157, 805, 908]",val
crewneck,"[54, 142, 838, 947]",0.709626495838,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/72732e81-29ee-5ed0-a011-47fd9a5065f8.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12744124-15098360-thickbox.jpg,crewneck,"[36, 157, 850, 977]",val
square_neck,"[175, 27, 705, 547]",0.536142289639,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b122700b-49e7-55b6-b30f-14eebd256530.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12748344-15103514-thickbox.jpg,square_neck,"[148, 0, 741, 496]",train
off_shoulder,"[115, 93, 774, 793]",0.187522053719,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/30545726-9908-58f7-ae7c-53451f8c8c8c.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767010-15144836-thickbox.jpg,square_neck,"[108, 99, 774, 744]",val
crewneck,"[115, 102, 750, 765]",0.390937417746,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/13ed64bb-c514-5f35-b814-a75e2a356865.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12745680-15099938-thickbox.jpg,crewneck,"[0, 87, 853, 992]",train
v_neck,"[75, 51, 814, 829]",0.26026815176,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/3c5ca165-0e08-56ed-95be-a13715fa2ecc.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767556-15145256-thickbox.jpg,crewneck,"[21, 48, 868, 856]",train
v_neck,"[30, 130, 877, 941]",0.410465568304,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2de8388f-69c1-5500-b6b8-bf6158791a04.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766500-15144478-thickbox.jpg,v_neck,"[0, 136, 901, 962]",train
scoop_neck,"[157, 154, 756, 799]",0.883525669575,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f066ec6c-0054-570c-a656-c51fe3148da6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12749388-15104642-thickbox.jpg,scoop_neck,"[115, 130, 783, 917]",train
crewneck,"[54, 236, 835, 1071]",0.609719395638,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/81553c34-74d6-53bd-9051-a30b549afb47.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767142-15144720-thickbox.jpg,crewneck,"[42, 236, 838, 1001]",val
scoop_neck,"[102, 148, 835, 935]",0.429764896631,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8f3d93e4-fa3e-54cc-8b2a-140334c956e2.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767190-15139980-thickbox.jpg,crewneck,"[84, 154, 829, 901]",train
crewneck,"[93, 151, 777, 774]",0.566754281521,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4a2ffe06-5714-56aa-b6f3-5efb15f51e2f.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766310-15143180-thickbox.jpg,boatneck_bateau,"[24, 148, 823, 877]",train
crewneck,"[18, 81, 874, 962]",0.732709527016,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c25a5fc2-bf0b-5ef2-bf75-7514f217f4f8.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767256-15144802-thickbox.jpg,crewneck,"[18, 105, 871, 980]",val
crewneck,"[96, 148, 796, 889]",0.317414104939,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f8306194-02fd-5d8f-8eba-89584f232db6.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767664-15144024-thickbox.jpg,crewneck,"[0, 151, 904, 1089]",train
crewneck,"[78, 193, 880, 1041]",0.750047564507,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/788753fd-dcef-5430-9154-24b3fdb35b0f.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12717182-15036198-thickbox.jpg,crewneck,"[60, 169, 883, 1041]",train
v_neck,"[227, 75, 708, 547]",0.702941715717,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/825d70a0-bb91-5baf-9b29-7d6fd36a4339.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767866-15141768-thickbox.jpg,v_neck,"[230, 75, 708, 578]",train
v_neck,"[178, 115, 717, 732]",0.704090356827,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/449001e0-2a99-55c2-9f97-47e942cc8761.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12745606-15096074-thickbox.jpg,v_neck,"[181, 118, 708, 684]",val
square_neck,"[139, 184, 765, 783]",0.284079939127,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/29cf3322-eb88-5752-aed7-4577be27e8ce.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12769674-15144664-thickbox.jpg,square_neck,"[78, 136, 874, 886]",train
v_neck,"[108, 142, 717, 796]",0.447560071945,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f67c179a-4fd1-5f13-8b51-7fceeb20d1f4.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12768618-15143456-thickbox.jpg,boatneck_bateau,"[93, 99, 756, 820]",train
cowl,"[57, 93, 832, 977]",0.242775127292,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b8fd5b13-e40b-58de-ac74-7e8edad66d7f.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12747942-15101472-thickbox.jpg,crewneck,"[66, 142, 850, 977]",train
collared,"[60, 108, 844, 917]",0.767085790634,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7a2fa5dc-b3d5-5c65-830b-d4fc24bfa04e.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12743236-15099250-thickbox.jpg,collared,"[45, 105, 874, 914]",train
v_neck,"[184, 99, 732, 668]",0.400981992483,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/0a9116a5-f0a1-5882-9041-2664bcbd5ac4.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766318-15142110-thickbox.jpg,v_neck,"[196, 72, 732, 656]",train
crewneck,"[48, 108, 847, 883]",0.333381712437,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/db3df402-f170-5120-afc4-654764b387ec.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12745358-15098624-thickbox.jpg,collared,"[6, 87, 880, 947]",train
highneck,"[63, 63, 805, 908]",0.588183522224,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/fd2ecc39-d2eb-5ee8-a32d-8099f5d2345f.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766942-15140956-thickbox.jpg,highneck,"[51, 81, 789, 886]",train
collared,"[36, 148, 868, 1041]",0.47160038352,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d9ed274d-fe72-5047-86d6-280e7b71a9bf.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12770026-15145738-thickbox.jpg,collared,"[3, 142, 892, 1071]",train
crewneck,"[90, 190, 835, 889]",0.78584164381,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/1317fad5-5870-5e4d-9daf-e11557626342.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12743754-15099418-thickbox.jpg,crewneck,"[69, 220, 835, 917]",train
crewneck,"[124, 136, 786, 750]",0.508409380913,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2c7ae819-ece6-52a5-a9d3-c87350476ecc.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12741338-15088080-thickbox.jpg,crewneck,"[48, 84, 844, 850]",train
scoop_neck,"[42, 66, 841, 871]",0.24882017076,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/3f78496b-e904-5cb1-bf98-8a525e8f5c60.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12747108-15099806-thickbox.jpg,crewneck,"[0, 81, 883, 995]",train
collared,"[36, 108, 832, 944]",0.771539926529,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a191d6fc-6c9f-57f3-9f93-7fba393a1554.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767722-15142638-thickbox.jpg,collared,"[0, 102, 871, 989]",train
scoop_neck,"[69, 75, 817, 826]",0.503376662731,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/acefa2b3-73ab-5320-a236-af1f244c3697.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12743458-15095742-thickbox.jpg,scoop_neck,"[69, 99, 799, 898]",train
square_neck,"[145, 148, 780, 774]",0.565712749958,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/0bc02d7b-b5e4-51e8-908e-89a50d8401db.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12735392-15082994-thickbox.jpg,crewneck,"[108, 145, 805, 850]",train
collared,"[69, 99, 832, 932]",0.776688396931,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/706b946f-434e-5109-95f1-e453480781b2.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12748770-15105100-thickbox.jpg,collared,"[60, 130, 844, 935]",val
collared,"[0, 178, 886, 1156]",0.745265185833,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/83239ad0-f3f0-5f7f-9dff-88ec70f1a396.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12766606-15144586-thickbox.jpg,collared,"[0, 172, 892, 1162]",train
collared,"[105, 99, 771, 871]",0.620816171169,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/97b3f1a8-460e-5969-ba92-933dea6a6642.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767776-15144454-thickbox.jpg,collared,"[54, 136, 808, 901]",train
crewneck,"[51, 245, 805, 1010]",0.511378347874,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4eb30301-08c3-5731-98dc-23d005d26ff5.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767124-15143758-thickbox.jpg,crewneck,"[30, 230, 820, 1044]",train
square_neck,"[266, 111, 638, 529]",0.591992199421,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/fafa1c10-1b7b-5921-bbfe-cb7ee7c6fc83.jpg,/mnt/train_hdd4/TRAINING_DATA/networks/msd/Neckline/Neckline_v35/images/12767012-15142240-thickbox.jpg,square_neck,"[269, 87, 644, 514]",train
