img_path,labels,labels_crops,source,image_url,status
/mnt/train_hdd4/TRAINING_DATA/images/31731339-554b-577f-8207-09b8b367d951.jpg,pumps,"[20, 45, 419, 420]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/086df15b-f7a7-5d6e-8e47-d3e02426f71a.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/ffd56aa0-9daa-58d0-b671-47e45477dda2.jpg,pumps,"[43, 20, 281, 214]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/35bca879-fcf8-5ab5-9555-70bf682f5e76.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/d127f824-4fe8-5e1c-9743-538d7c01bb26.jpg,pumps,"[46, 205, 303, 365]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/95ae5039-76ae-5492-878d-e29febc47e1e.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/cf5b635b-4288-5c46-a5ed-1424ff8e3a15.jpg,pumps,"[97, 87, 583, 537]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2a1cd0c6-9762-5715-a2f7-135e9ec9076a.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/dd9469af-a792-5109-a73e-0bd4a1718d96.jpg,pumps,"[67, 77, 442, 387]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/77f78ac9-1ade-57eb-8aa1-7abd0618a1c7.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/42b0d91d-f857-52de-9353-0bdad81a57af.jpg,pumps,"[17, 12, 184, 201]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ccdb458d-9c6c-5a48-8e55-ce658c64733d.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/9e305dc2-452a-5dff-ba70-db120c6337a6.jpg,pumps,"[64, 344, 990, 1213]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ee17e9c2-c760-50f9-befb-c0dc11257c11.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/0e39189f-092c-5b63-a2f7-cfc34a2ac753.jpg,pumps,"[83, 563, 1017, 975]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b9c0de0f-145e-5641-91b8-e6f36d2c755c.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/7a3d047a-404f-5da1-848b-2a450c532848.jpg,pumps,"[1, 38, 331, 304]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5239be14-745e-5ace-95d4-9a7c5575d95e.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/82d5a2d3-1429-5784-85df-3486568e8e6e.jpg,pumps,"[0, 36, 600, 369]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9fe3fe92-0499-57eb-ac7f-17998c007212.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/6b88a46c-9a2a-51b5-a402-96f588ebeb77.jpg,pumps,"[142, 422, 430, 784]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ae91d365-562a-56ad-825d-99e2f5f5afbf.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/b66ef1db-621a-5545-ae57-1b0ab9b0b587.jpg,pumps,"[26, 44, 243, 205]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/47834520-f046-535b-a706-2eaa5c193676.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/acad22f8-4c0f-5fa0-9c8d-47f4d21d4c6c.jpg,pumps,"[27, 23, 344, 264]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5f0b20f2-fca7-5232-bb65-c05d0fff57e9.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/177d931d-7fed-5c20-b64e-2d3440860b9b.jpg,pumps,"[39, 45, 257, 251]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5febbf52-75f8-508c-aed6-08025d744e30.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/805b70c3-b105-5e17-804f-83222732b926.jpg,pumps,"[0, 73, 395, 376]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/68606388-4f92-51d5-b152-e51fbbc1d463.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/835205e6-f943-53d2-b5c7-74cdf64ce51d.jpg,pumps,"[227, 49, 545, 483]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/da4a1dda-0b6c-507a-9eab-359e672e4d24.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/11834217-e680-51e5-bc29-5c6dfb78428f.jpg,pumps,"[0, 39, 450, 434]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b8298e32-8629-5703-87e4-adbd4380bc3e.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/a29c0124-dbcd-5d49-96f3-d84d7e29a3c9.jpg,pumps,"[0, 301, 1200, 1023]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b6e78e21-9c9a-5907-bf64-a51cd99f3ac8.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/f437eb2b-826a-50ba-ab63-54d268a07c73.jpg,pumps,"[17, 119, 325, 472]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/306488e9-612f-5977-ab13-d73e2cdf67ff.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/7dde6f6c-9335-5029-b78f-37d9635c340e.jpg,pumps,"[336, 420, 1650, 1533]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5ed86423-a566-558d-b2fc-c58242ffdf9f.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/6781a71f-de32-542c-9e8a-993305f9f359.jpg,pumps,"[25, 96, 302, 333]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b4a7e877-9c1b-5ad1-ad41-5b031567056a.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/820ea405-24f2-5a20-b6ed-d886ed821dc6.jpg,pumps,"[0, 198, 600, 495]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8e37679b-5c9e-5b76-8a2b-eaf377d7820d.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/4d97586f-cefd-5cfe-a513-e2b0625f6ce9.jpg,pumps,"[299, 220, 424, 551]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5c72baca-50be-5dee-b77e-d65ec7a80579.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/0091c4be-9903-5f5f-a066-58bb5f9c36e1.jpg,pumps,"[25, 31, 558, 538]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a7fb7ca3-1929-5d69-81ba-90f5bb88e2f9.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/f0f2f1ff-ea5b-520f-a5dc-c2b546d954ab.jpg,pumps,"[131, 388, 1035, 1042]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/0c47a6db-0323-5988-9ddc-e9bd085b03e4.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/f0f2f1ff-ea5b-520f-a5dc-c2b546d954ab.jpg,pumps,"[1, 46, 761, 764]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/0c47a6db-0323-5988-9ddc-e9bd085b03e4.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/cdab5594-580b-504b-8083-ad0c6aa09e4e.jpg,pumps,"[0, 0, 668, 595]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/adcefcde-c900-516e-909b-3611ccfb5d39.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/d9ff0e0f-aa30-531f-95a4-c4d98ddf39e1.jpg,pumps,"[0, 0, 400, 400]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/385cdf8f-40f5-537b-a934-eb868b696a60.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/f3eac93f-17ba-5d97-b49d-b1e119e462d5.jpg,pumps,"[61, 109, 398, 450]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d38c4387-b23f-5e2b-b128-f4722bf8130a.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/0a933580-51d2-5742-a46b-a2eec06ab241.jpg,pumps,"[45, 151, 950, 820]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/33f6a14e-fd30-5751-9fcc-cbefb753880b.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/f537a7e8-88df-5e22-b58a-288328236263.jpg,pumps,"[4, 48, 299, 365]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d928d803-9b46-58ee-9a02-b517a1e9b2e3.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/08e74c6c-20d6-52ff-9550-16d55d3f3d34.jpg,pumps,"[23, 9, 266, 286]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d4018df9-6d12-5e75-b898-e42581e2a994.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/e286f409-d72c-54dc-9210-421b3b2960a3.jpg,pumps,"[12, 18, 238, 226]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/fc52be73-efd8-5f4b-979e-c97e2bcd570c.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/e7a17a6c-0f6b-55b0-a173-562eed486f57.jpg,pumps,"[378, 356, 863, 888]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5e006aa7-8fcf-59c1-b28c-5a24daf86b8c.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/e7a17a6c-0f6b-55b0-a173-562eed486f57.jpg,pumps,"[228, 421, 513, 955]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5e006aa7-8fcf-59c1-b28c-5a24daf86b8c.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/8788a704-e135-5c3a-8b81-c43ccb80cf9a.jpg,pumps,"[138, 226, 399, 447]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4ee133f6-d59e-510a-8d5e-222110b002d1.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/4576a189-e2f3-5e9c-b63b-740b00db7480.jpg,pumps,"[134, 115, 587, 513]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/811dbce3-1795-58db-84c5-28fe50f6ce92.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/7d5ec378-f90b-5f17-a46d-7c4afc065e2e.jpg,pumps,"[0, 110, 322, 322]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5e949eeb-23df-523a-938a-91b647b3848e.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/69d980d0-a25c-5464-b494-e793f99054b6.jpg,pumps,"[0, 28, 560, 603]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2303f9bd-ded8-51ca-a145-e6a7d9c6eff1.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/8778fa97-456f-5489-8813-76861f2289aa.jpg,pumps,"[15, 40, 530, 600]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d7513119-65d2-5a79-93df-7cc2ef0509e6.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/4867b01f-4f7b-5820-b05c-1e78158c565b.jpg,pumps,"[0, 0, 625, 500]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/27645227-8b2a-50ab-82e5-f8d2a6f07ec6.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/d35da432-1a6f-5fba-ab39-db241f4aabc8.jpg,pumps,"[120, 3, 516, 392]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a72b1c67-089f-5eed-8f65-5a6e0878f129.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/04cc5936-7ed2-5bf8-b6b0-7deaa3a654da.jpg,pumps,"[0, 142, 1000, 876]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5ccd611b-cc47-5da9-8540-80e6918be880.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/895f12c3-8799-5683-b403-1c6fd7eadd78.jpg,pumps,"[752, 760, 1312, 1154]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ed50f2fd-30bd-5094-a72b-45fd85312e6e.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/895f12c3-8799-5683-b403-1c6fd7eadd78.jpg,pumps,"[234, 781, 773, 1162]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ed50f2fd-30bd-5094-a72b-45fd85312e6e.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/b9074b31-ffe0-5de8-9a34-d81ffea49651.jpg,pumps,"[72, 61, 340, 280]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9063680b-8c48-52a6-94db-7f6796489552.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/b9074b31-ffe0-5de8-9a34-d81ffea49651.jpg,pumps,"[164, 82, 472, 240]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9063680b-8c48-52a6-94db-7f6796489552.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/706b9593-8e14-54e3-ad52-df4e0fbe126b.jpg,pumps,"[26, 64, 436, 467]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b5b74f42-201e-53a4-81b1-def163bbf112.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/32cdbcaf-5a17-5cf6-a5c6-1486c5cc5d95.jpg,pumps,"[0, 48, 480, 432]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b57bc08e-560c-57c2-a14f-01fe8a6da139.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/2e8f4de5-c590-5f63-9b8e-efd828403e86.jpg,pumps,"[0, 0, 300, 292]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/445a2f3f-7324-50d8-8a73-6f8709af424a.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/2c722f22-fbd5-59fc-8feb-fb985dc9375c.jpg,pumps,"[11, 42, 258, 285]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/1387dccf-cc26-5975-b2b0-5015f6dd28e2.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/0b346b0d-e846-5895-bcce-3f4691913844.jpg,pumps,"[12, 50, 438, 391]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/99b82df3-71e6-5b44-8d83-a13124494e08.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/2d151a83-3b69-5b17-afb3-1f3350623977.jpg,pumps,"[139, 75, 270, 336]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d7cc0199-6c9e-5d75-b023-371c3bf7f33d.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/cc2ec18e-da23-5d91-afb2-9aacf24fb2e9.jpg,pumps,"[108, 756, 1286, 1393]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5233d535-e58e-5062-963e-5da47d63c4ee.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/d37b218a-c961-5620-bbe3-4ba2ffb06fbe.jpg,pumps,"[0, 20, 300, 275]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ae942a0f-5584-5a4f-9688-255560e8a126.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/d117f430-a3d0-579c-920e-8558446e0e4f.jpg,pumps,"[22, 104, 426, 326]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b7b6528e-e241-5d68-8734-3c23fe30bdf0.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/24c9e96a-8946-54c7-931e-3396eaf66a5c.jpg,pumps,"[338, 405, 656, 605]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/dc1a13fb-a3e4-5d70-af53-5956c5c1caab.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/74e4b31f-c922-5899-bde6-58f3498abd04.jpg,pumps,"[0, 0, 395, 359]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9c09db18-3d27-5e1b-b737-4414f7eed4fe.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/8f43bed5-568f-5ddd-a31a-8dea9b4d9f32.jpg,pumps,"[95, 39, 277, 254]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8e07ff9e-a74b-57ca-8134-0bf7f5ab6f87.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/2d0b8967-6c7c-5e1c-962d-cca6c0d328ae.jpg,pumps,"[0, 267, 1000, 1500]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/79ebe676-0fa7-5d9b-999d-a128d2ae19af.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/b584352a-77c1-52eb-968b-e78af7309471.jpg,pumps,"[267, 225, 404, 401]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8a1e2cb3-c235-531d-abf9-b4493e2d182c.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/dc1bb9ba-93f7-503f-8d3c-177391db29d4.jpg,pumps,"[55, 349, 903, 885]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2fff481f-d749-584c-b78d-00c3d615c524.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/fc8ed4b2-1d6c-579a-9597-524d2297fd73.jpg,pumps,"[78, 137, 733, 665]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/710d49d1-32ee-5090-9372-d97109a842e2.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/db5f4814-b85c-5bcf-a536-55352abc2637.jpg,pumps,"[0, 58, 252, 329]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/33871147-6039-5d70-a84c-54c06b79ba3f.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/fb14b4d5-b440-5414-94ad-74d29f244947.jpg,pumps,"[155, 319, 421, 484]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8d06e723-c2fd-5d20-867d-f747a20d5eae.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/c85e825d-0126-5274-b5d5-18de11ca7da8.jpg,pumps,"[162, 21, 1108, 1048]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/11e597ac-2a27-567a-a25c-ef96b6da764f.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/99a1ee80-33a8-56d0-8687-abe0d29eaab3.jpg,pumps,"[0, 99, 655, 441]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e5e3c87e-d94c-5099-9f5a-753c20e55187.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/dea2da7f-2ac5-5b25-8535-d2ce0fbd1299.jpg,pumps,"[80, 360, 938, 969]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/87a7010d-2c04-5582-b1aa-0f2f0ef89307.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/fe556b41-d6f5-5f3c-85a3-e82f388561e5.jpg,pumps,"[0, 575, 1000, 1430]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8f947e76-4cbb-5b09-b1a4-061056f400f9.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/b42fb402-2517-50c2-9d3a-4a66b2cb3711.jpg,pumps,"[0, 57, 343, 281]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/464629d0-85ff-58e5-beec-95bf5e587b65.jpg,train
/mnt/train_hdd4/TRAINING_DATA/images/8d44049d-6a16-5810-8573-1bb81bad5207.jpg,pumps,"[400, 532, 749, 769]",FootwearType_v6,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8af0e32e-76b5-55d6-9600-21ba2408c607.jpg,train
